# mission day, lat, long, alt, (pressure?), horizon alts (deg), azimuth (deg)
0.498, -78.5750, 151.669, 36.4408, 4.139, 13.19811, 207.79398
0.499, -78.5778, 151.628, 36.4884, 4.120, 13.17917, 207.57523
0.500, -78.5810, 151.586, 36.5060, 4.144, 13.15931, 207.34155
0.502, -78.5893, 151.484, 36.4454, 4.142, 13.11559, 206.80850
0.502, -78.5927, 151.448, 36.4654, 4.132, 13.10490, 206.66385
0.503, -78.5978, 151.396, 36.4541, 4.142, 13.08830, 206.43907
0.504, -78.6017, 151.355, 36.4320, 4.156, 13.07144, 206.22107
0.504, -78.6059, 151.311, 36.4453, 4.137, 13.05354, 205.98700
0.505, -78.6101, 151.268, 36.4662, 4.142, 13.03594, 205.75400
0.506, -78.6143, 151.228, 36.4495, 4.171, 13.01831, 205.51852
0.507, -78.6172, 151.200, 36.4269, 4.178, 13.00591, 205.35208
0.507, -78.6216, 151.157, 36.4345, 4.156, 12.98874, 205.11604
0.510, -78.6379, 151.004, 36.3953, 4.161, 12.93274, 204.30937
0.511, -78.6425, 150.962, 36.4219, 4.154, 12.91659, 204.07272
0.512, -78.6469, 150.921, 36.3766, 4.181, 12.90013, 203.83206
0.513, -78.6498, 150.893, 36.3490, 4.195, 12.88857, 203.66356
0.515, -78.6640, 150.767, 36.3931, 4.186, 12.84742, 203.01071
0.516, -78.6694, 150.724, 36.3704, 4.181, 12.83325, 202.77571
0.516, -78.6742, 150.685, 36.3603, 4.181, 12.81841, 202.53654
0.518, -78.6832, 150.616, 36.3664, 4.212, 12.79112, 202.08789
0.519, -78.6870, 150.585, 36.3737, 4.205, 12.76920, 201.76133
0.520, -78.6884, 150.573, 36.3788, 4.190, 12.75647, 201.57898
0.520, -78.6979, 150.493, 36.3912, 4.222, 12.74995, 201.37903
0.521, -78.7028, 150.452, 36.3504, 4.230, 12.73668, 201.14340
0.522, -78.7077, 150.412, 36.3303, 4.222, 12.72335, 200.90413
0.523, -78.7108, 150.387, 36.3465, 4.222, 12.71479, 200.74967
0.523, -78.7165, 150.340, 36.3420, 4.239, 12.70310, 200.51803
0.524, -78.7228, 150.289, 36.2974, 4.256, 12.69224, 200.28747
0.525, -78.7275, 150.250, 36.2927, 4.234, 12.67964, 200.05059
0.526, -78.7327, 150.210, 36.2927, 4.234, 12.66771, 199.81366
0.527, -78.7371, 150.173, 36.2927, 4.247, 12.65521, 199.57620
0.527, -78.7401, 150.147, 36.2927, 4.259, 12.64631, 199.40710
0.528, -78.7445, 150.110, 36.2927, 4.256, 12.63392, 199.16625
0.529, -78.7489, 150.073, 36.2927, 4.254, 12.62186, 198.92709
0.530, -78.7506, 150.058, 36.2927, 4.249, 12.60617, 198.66806
0.530, -78.7506, 150.058, 36.2927, 4.247, 12.59334, 198.47362
0.531, -78.7506, 150.058, 36.2927, 4.244, 12.57536, 198.19768
0.532, -78.7548, 150.025, 36.2867, 4.247, 12.56868, 198.03250
0.532, -78.7727, 149.886, 36.2662, 4.247, 12.57632, 197.88839
0.533, -78.7777, 149.849, 36.2733, 4.237, 12.56562, 197.64415
0.534, -78.7823, 149.815, 36.2780, 4.217, 12.55593, 197.41869
0.536, -78.7924, 149.738, 36.2763, 4.210, 12.53361, 196.89546
0.537, -78.7970, 149.702, 36.2986, 4.200, 12.52357, 196.65360
0.537, -78.8005, 149.675, 36.3134, 4.208, 12.51640, 196.47525
0.538, -78.8070, 149.624, 36.3277, 4.215, 12.50609, 196.19111
0.539, -78.8107, 149.596, 36.3369, 4.220, 12.50005, 196.02385
0.540, -78.8151, 149.563, 36.3509, 4.222, 12.49143, 195.79704
0.540, -78.8183, 149.539, 36.3549, 4.208, 12.48481, 195.62361
0.541, -78.8224, 149.506, 36.3418, 4.195, 12.47516, 195.37717
0.542, -78.8274, 149.467, 36.3245, 4.195, 12.46698, 195.13811
0.543, -78.8320, 149.432, 36.3181, 4.195, 12.45844, 194.89524
0.543, -78.8350, 149.410, 36.3219, 4.195, 12.45303, 194.73783
0.544, -78.8398, 149.374, 36.3501, 4.186, 12.44405, 194.47595
0.546, -78.8494, 149.307, 36.3665, 4.212, 12.42947, 194.00531
0.547, -78.8628, 149.221, 36.3663, 4.178, 12.41638, 193.47217
0.548, -78.8679, 149.188, 36.3635, 4.176, 12.40970, 193.22739
0.549, -78.8729, 149.156, 36.3370, 4.186, 12.40315, 192.98268
0.550, -78.8781, 149.123, 36.3421, 4.205, 12.39716, 192.74127
0.551, -78.8853, 149.081, 36.3914, 4.198, 12.38932, 192.40928
0.552, -78.8982, 149.008, 36.3666, 4.208, 12.38174, 191.94428
0.553, -78.9045, 148.973, 36.3445, 4.212, 12.37766, 191.70103
0.554, -78.9103, 148.942, 36.3630, 4.200, 12.37317, 191.45434
0.555, -78.9158, 148.911, 36.3677, 4.190, 12.36865, 191.20863
0.555, -78.9196, 148.888, 36.3557, 4.195, 12.36545, 191.03349
0.556, -78.9253, 148.853, 36.3357, 4.203, 12.36154, 190.78884
0.557, -78.9311, 148.817, 36.3437, 4.203, 12.35804, 190.54680
0.558, -78.9350, 148.793, 36.3571, 4.203, 12.35606, 190.39085
0.558, -78.9409, 148.759, 36.3638, 4.217, 12.35361, 190.16520
0.559, -78.9471, 148.723, 36.3527, 4.222, 12.35114, 189.92551
0.560, -78.9535, 148.690, 36.3446, 4.212, 12.34897, 189.68267
0.560, -78.9536, 148.689, 36.3445, 4.220, 12.34887, 189.67685
0.560, -78.9568, 148.673, 36.3415, 4.222, 12.34832, 189.56883
0.561, -78.9604, 148.657, 36.3359, 4.225, 12.34849, 189.46928
0.561, -78.9613, 148.652, 36.3343, 4.222, 12.34848, 189.44254
0.561, -78.9639, 148.640, 36.3302, 4.222, 12.34857, 189.36898
0.561, -78.9673, 148.624, 36.3247, 4.222, 12.34870, 189.27178
0.561, -78.9674, 148.624, 36.3246, 4.225, 12.34876, 189.27077
0.562, -78.9706, 148.609, 36.3184, 4.230, 12.34842, 189.16417
0.562, -78.9726, 148.599, 36.3119, 4.234, 12.34695, 189.05756
0.562, -78.9733, 148.596, 36.3096, 4.230, 12.34642, 189.01945
0.562, -78.9749, 148.588, 36.3100, 4.239, 12.34579, 188.95054
0.563, -78.9782, 148.574, 36.3190, 4.247, 12.34566, 188.84334
0.563, -78.9798, 148.567, 36.3235, 4.244, 12.34553, 188.78905
0.563, -78.9815, 148.560, 36.3240, 4.252, 12.34542, 188.73139
0.564, -78.9844, 148.548, 36.3242, 4.259, 12.34525, 188.63310
0.564, -78.9884, 148.532, 36.3181, 4.259, 12.34657, 188.54743
0.564, -78.9895, 148.528, 36.3150, 4.266, 12.34719, 188.53228
0.564, -78.9917, 148.519, 36.3129, 4.271, 12.34623, 188.42810
0.565, -78.9942, 148.509, 36.3105, 4.274, 12.34525, 188.31202
0.565, -78.9945, 148.508, 36.3102, 4.271, 12.34509, 188.29638
0.565, -78.9968, 148.499, 36.3056, 4.271, 12.34479, 188.20879
0.565, -78.9996, 148.488, 36.2971, 4.271, 12.34501, 188.12107
0.565, -79.0000, 148.486, 36.2958, 4.264, 12.34504, 188.10841
0.566, -79.0035, 148.472, 36.2855, 4.256, 12.34547, 188.00254
0.566, -79.0070, 148.458, 36.2751, 4.256, 12.34592, 187.89599
0.566, -79.0077, 148.455, 36.2730, 4.254, 12.34601, 187.87446
0.566, -79.0103, 148.445, 36.2650, 4.264, 12.34631, 187.79290
0.567, -79.0138, 148.431, 36.2547, 4.276, 12.34687, 187.68736
0.567, -79.0157, 148.423, 36.2490, 4.269, 12.34716, 187.62893
0.567, -79.0173, 148.417, 36.2442, 4.281, 12.34742, 187.57978
0.567, -79.0208, 148.403, 36.2338, 4.281, 12.34804, 187.47356
0.568, -79.0237, 148.391, 36.2256, 4.283, 12.34851, 187.38270
0.568, -79.0240, 148.390, 36.2252, 4.269, 12.34857, 187.37349
0.568, -79.0270, 148.378, 36.2208, 4.259, 12.34874, 187.26571
0.568, -79.0288, 148.371, 36.2183, 4.264, 12.34896, 187.20498
0.568, -79.0301, 148.365, 36.2192, 4.259, 12.34908, 187.15922
0.569, -79.0332, 148.353, 36.2301, 4.264, 12.34947, 187.05312
0.569, -79.0364, 148.341, 36.2398, 4.276, 12.34989, 186.94229
0.569, -79.0392, 148.330, 36.2441, 4.278, 12.35016, 186.83965
0.570, -79.0422, 148.318, 36.2476, 4.274, 12.35053, 186.73151
0.570, -79.0445, 148.310, 36.2468, 4.281, 12.35080, 186.64701
0.570, -79.0451, 148.307, 36.2466, 4.261, 12.35095, 186.62818
0.570, -79.0480, 148.296, 36.2456, 4.247, 12.35134, 186.52147
0.571, -79.0509, 148.286, 36.2446, 4.239, 12.35178, 186.41518
0.571, -79.0530, 148.278, 36.2439, 4.254, 12.35213, 186.33879
0.571, -79.0539, 148.274, 36.2435, 4.239, 12.35229, 186.30602
0.572, -79.0568, 148.263, 36.2425, 4.249, 12.35287, 186.20268
0.572, -79.0579, 148.259, 36.2422, 4.239, 12.35309, 186.16279
0.572, -79.0599, 148.252, 36.2415, 4.264, 12.35347, 186.08919
0.572, -79.0608, 148.248, 36.2412, 4.249, 12.35365, 186.05607
0.572, -79.0627, 148.241, 36.2405, 4.274, 12.35403, 185.98552
0.573, -79.0687, 148.219, 36.2384, 4.261, 12.35548, 185.76936
0.573, -79.0717, 148.208, 36.2374, 4.254, 12.35625, 185.66025
0.574, -79.0746, 148.196, 36.2364, 4.254, 12.35700, 185.55311
0.574, -79.0779, 148.184, 36.2396, 4.247, 12.35805, 185.43920
0.574, -79.0816, 148.169, 36.2658, 4.254, 12.35995, 185.34673
0.575, -79.0860, 148.152, 36.2958, 4.271, 12.36227, 185.23754
0.575, -79.0890, 148.139, 36.2780, 4.283, 12.36328, 185.13065
0.575, -79.0919, 148.127, 36.2611, 4.293, 12.36432, 185.02857
0.576, -79.0946, 148.116, 36.2493, 4.276, 12.36510, 184.92046
0.576, -79.0983, 148.101, 36.2358, 4.264, 12.36685, 184.80869
0.576, -79.1009, 148.091, 36.2453, 4.254, 12.36764, 184.70269
0.577, -79.1020, 148.086, 36.2492, 4.259, 12.36804, 184.66068
0.577, -79.1033, 148.081, 36.2540, 4.252, 12.36846, 184.60784
0.577, -79.1066, 148.071, 36.2549, 4.261, 12.36987, 184.49203
0.577, -79.1074, 148.068, 36.2547, 4.256, 12.37024, 184.46506
0.577, -79.1096, 148.062, 36.2540, 4.266, 12.37127, 184.39152
0.578, -79.1128, 148.052, 36.2530, 4.271, 12.37278, 184.28279
0.578, -79.1160, 148.042, 36.2520, 4.271, 12.37434, 184.17443
0.578, -79.1192, 148.032, 36.2510, 4.271, 12.37595, 184.06740
0.579, -79.1225, 148.022, 36.2499, 4.269, 12.37763, 183.95462
0.579, -79.1241, 148.017, 36.2494, 4.271, 12.37844, 183.89872
0.579, -79.1255, 148.013, 36.2490, 4.274, 12.37920, 183.85306
0.579, -79.1287, 148.004, 36.2480, 4.281, 12.38092, 183.74441
0.580, -79.1295, 148.001, 36.2477, 4.274, 12.38137, 183.71813
0.580, -79.1352, 147.984, 36.2460, 4.293, 12.38455, 183.52493
0.581, -79.1387, 147.973, 36.2448, 4.293, 12.38658, 183.40663
0.581, -79.1447, 147.955, 36.2429, 4.288, 12.39013, 183.20115
0.581, -79.1462, 147.950, 36.2425, 4.291, 12.39107, 183.15169
0.582, -79.1479, 147.945, 36.2419, 4.288, 12.39211, 183.09377
0.582, -79.1512, 147.935, 36.2409, 4.286, 12.39420, 182.98265
0.582, -79.1544, 147.925, 36.2399, 4.286, 12.39623, 182.87255
0.583, -79.1573, 147.916, 36.2327, 4.286, 12.39802, 182.76319
0.583, -79.1609, 147.905, 36.2178, 4.286, 12.40017, 182.61373
0.583, -79.1627, 147.900, 36.2108, 4.295, 12.40131, 182.54293
0.584, -79.1668, 147.887, 36.1943, 4.295, 12.40390, 182.37231
0.585, -79.1732, 147.864, 36.1959, 4.291, 12.40822, 182.11695
0.586, -79.1796, 147.841, 36.1975, 4.274, 12.41277, 181.86228
0.586, -79.1860, 147.819, 36.1991, 4.266, 12.41754, 181.60630
0.587, -79.1897, 147.805, 36.2000, 4.249, 12.42040, 181.45693
0.587, -79.1924, 147.796, 36.1991, 4.249, 12.42255, 181.35159
0.588, -79.1988, 147.770, 36.2029, 4.234, 12.42779, 181.09936
0.589, -79.2052, 147.745, 36.2293, 4.232, 12.43325, 180.84651
0.589, -79.2060, 147.742, 36.2327, 4.242, 12.43395, 180.81377
0.589, -79.2097, 147.727, 36.2480, 4.244, 12.43722, 180.66700
0.590, -79.2114, 147.720, 36.2551, 4.242, 12.43875, 180.59873
0.591, -79.2239, 147.670, 36.3066, 4.256, 12.45048, 180.10585
0.591, -79.2250, 147.666, 36.3067, 4.266, 12.45154, 180.05608
0.592, -79.2285, 147.653, 36.3041, 4.266, 12.45500, 179.90504
0.593, -79.2345, 147.630, 36.2896, 4.266, 12.46111, 179.65024
0.593, -79.2401, 147.611, 36.2905, 4.254, 12.46704, 179.40116
0.593, -79.2403, 147.610, 36.2901, 4.266, 12.46725, 179.39262
0.594, -79.2444, 147.597, 36.2803, 4.247, 12.47174, 179.20665
0.594, -79.2450, 147.595, 36.2789, 4.239, 12.47240, 179.18109
0.595, -79.2498, 147.579, 36.2676, 4.249, 12.47782, 178.96645
0.595, -79.2502, 147.578, 36.2667, 4.237, 12.47827, 178.94874
0.595, -79.2524, 147.571, 36.2616, 4.256, 12.48081, 178.85063
0.595, -79.2548, 147.563, 36.2557, 4.264, 12.48363, 178.74026
0.596, -79.2560, 147.559, 36.2531, 4.256, 12.48504, 178.69015
0.596, -79.2572, 147.555, 36.2501, 4.264, 12.48647, 178.63462
0.596, -79.2596, 147.547, 36.2475, 4.261, 12.48937, 178.52524
0.596, -79.2601, 147.546, 36.2494, 4.264, 12.48998, 178.50213
0.597, -79.2621, 147.540, 36.2567, 4.261, 12.49242, 178.41324
0.597, -79.2647, 147.532, 36.2660, 4.266, 12.49563, 178.29947
0.597, -79.2659, 147.528, 36.2707, 4.261, 12.49715, 178.24257
0.597, -79.2672, 147.524, 36.2754, 4.264, 12.49878, 178.18535
0.598, -79.2732, 147.506, 36.2872, 4.264, 12.50601, 177.98641
0.598, -79.2737, 147.504, 36.2878, 4.259, 12.50660, 177.97203
0.599, -79.2801, 147.484, 36.2745, 4.256, 12.51451, 177.75465
0.599, -79.2806, 147.483, 36.2739, 4.259, 12.51518, 177.73152
0.599, -79.2853, 147.468, 36.2687, 4.252, 12.52140, 177.53518
0.599, -79.2864, 147.464, 36.2675, 4.254, 12.52286, 177.49083
0.600, -79.2880, 147.459, 36.2657, 4.244, 12.52502, 177.42368
0.600, -79.2904, 147.452, 36.2630, 4.244, 12.52828, 177.32385
0.600, -79.2906, 147.451, 36.2628, 4.239, 12.52856, 177.31530
0.600, -79.2932, 147.443, 36.2600, 4.234, 12.53212, 177.20896
0.601, -79.2959, 147.434, 36.2569, 4.234, 12.53589, 177.09507
0.601, -79.2984, 147.426, 36.2542, 4.234, 12.53940, 176.99143
0.601, -79.2984, 147.426, 36.2541, 4.239, 12.53941, 176.98974
0.601, -79.3010, 147.418, 36.2512, 4.244, 12.54311, 176.88101
0.602, -79.3039, 147.407, 36.2570, 4.242, 12.54739, 176.75036
0.602, -79.3058, 147.400, 36.2611, 4.252, 12.55027, 176.66036
0.602, -79.3081, 147.391, 36.2660, 4.247, 12.55378, 176.55256
0.603, -79.3094, 147.386, 36.2687, 4.252, 12.55576, 176.49355
0.603, -79.3130, 147.372, 36.2762, 4.242, 12.56132, 176.32842
0.603, -79.3153, 147.364, 36.2811, 4.234, 12.56495, 176.22105
0.604, -79.3182, 147.350, 36.2837, 4.234, 12.56973, 176.07390
0.605, -79.3233, 147.327, 36.2882, 4.232, 12.57823, 175.82131
0.606, -79.3331, 147.282, 36.2968, 4.193, 12.59526, 175.33010
0.607, -79.3378, 147.260, 36.3010, 4.183, 12.60375, 175.09213
0.607, -79.3391, 147.254, 36.3021, 4.203, 12.60609, 175.02895
0.608, -79.3429, 147.236, 36.3054, 4.203, 12.61311, 174.83773
0.608, -79.3455, 147.224, 36.3077, 4.220, 12.61794, 174.70935
0.608, -79.3461, 147.221, 36.3089, 4.222, 12.61918, 174.67318
0.610, -79.3562, 147.175, 36.3461, 4.203, 12.64031, 174.08417
0.611, -79.3606, 147.155, 36.3623, 4.205, 12.64990, 173.82633
0.612, -79.3635, 147.143, 36.3391, 4.190, 12.65629, 173.65928
0.613, -79.3686, 147.123, 36.3383, 4.176, 12.66728, 173.38580
0.613, -79.3697, 147.119, 36.3418, 4.176, 12.66969, 173.32650
0.613, -79.3732, 147.106, 36.3526, 4.178, 12.67729, 173.14442
0.614, -79.3767, 147.093, 36.3635, 4.183, 12.68500, 172.96200
0.615, -79.3834, 147.068, 36.3842, 4.210, 12.70003, 172.61418
0.617, -79.3939, 147.038, 36.3985, 4.217, 12.72419, 172.07670
0.617, -79.3988, 147.028, 36.3860, 4.215, 12.73574, 171.82764
0.619, -79.4105, 147.002, 36.3561, 4.230, 12.76403, 171.23609
0.620, -79.4142, 146.994, 36.3466, 4.234, 12.77325, 171.04788
0.621, -79.4195, 146.983, 36.3332, 4.230, 12.78657, 170.78107
0.621, -79.4228, 146.977, 36.3358, 4.222, 12.79576, 170.58996
0.622, -79.4267, 146.969, 36.3278, 4.230, 12.80441, 170.43799
0.622, -79.4294, 146.964, 36.3234, 4.234, 12.81105, 170.31376
0.622, -79.4313, 146.960, 36.3218, 4.232, 12.81647, 170.20456
0.623, -79.4376, 146.946, 36.3166, 4.212, 12.83421, 169.85708
0.624, -79.4396, 146.942, 36.3152, 4.210, 12.83999, 169.74480
0.624, -79.4411, 146.939, 36.3207, 4.210, 12.84445, 169.65771
0.624, -79.4436, 146.933, 36.3290, 4.220, 12.85188, 169.51441
0.625, -79.4444, 146.931, 36.3265, 4.217, 12.85427, 169.46845
0.625, -79.4455, 146.929, 36.3227, 4.225, 12.85782, 169.39840
0.625, -79.4485, 146.923, 36.3150, 4.227, 12.86714, 169.21913
0.625, -79.4492, 146.921, 36.3139, 4.227, 12.86936, 169.17656
0.626, -79.4529, 146.914, 36.3077, 4.247, 12.88135, 168.94666
0.626, -79.4546, 146.911, 36.3049, 4.247, 12.88685, 168.84293
0.627, -79.4548, 146.911, 36.3046, 4.259, 12.88751, 168.83038
0.627, -79.4567, 146.908, 36.3015, 4.269, 12.89359, 168.71749
0.627, -79.4575, 146.906, 36.3002, 4.269, 12.89624, 168.66779
0.627, -79.4585, 146.904, 36.2985, 4.266, 12.89958, 168.60520
0.628, -79.4604, 146.901, 36.2953, 4.261, 12.90604, 168.48451
0.628, -79.4616, 146.899, 36.2934, 4.261, 12.90986, 168.41546
0.628, -79.4623, 146.898, 36.2923, 4.254, 12.91223, 168.37195
0.628, -79.4642, 146.894, 36.2892, 4.252, 12.91857, 168.25626
0.629, -79.4657, 146.891, 36.2867, 4.252, 12.92366, 168.16372
0.629, -79.4660, 146.891, 36.2861, 4.252, 12.92480, 168.14235
0.629, -79.4678, 146.887, 36.2831, 4.259, 12.93099, 168.03040
0.629, -79.4697, 146.884, 36.2800, 4.269, 12.93743, 167.91546
0.629, -79.4698, 146.884, 36.2799, 4.259, 12.93770, 167.91103
0.630, -79.4735, 146.877, 36.2738, 4.291, 12.95059, 167.68210
0.630, -79.4739, 146.877, 36.2731, 4.278, 12.95195, 167.65834
0.630, -79.4753, 146.874, 36.2708, 4.298, 12.95685, 167.57226
0.631, -79.4770, 146.871, 36.2681, 4.303, 12.96274, 167.46986
0.631, -79.4791, 146.867, 36.2646, 4.310, 12.97020, 167.34025
0.631, -79.4809, 146.864, 36.2616, 4.310, 12.97671, 167.22733
0.631, -79.4813, 146.863, 36.2609, 4.310, 12.97816, 167.20248
0.632, -79.4829, 146.860, 36.2582, 4.313, 12.98397, 167.10246
0.632, -79.4856, 146.855, 36.2537, 4.310, 12.99378, 166.93542
0.633, -79.4893, 146.849, 36.2415, 4.300, 13.00842, 166.68245
0.634, -79.4911, 146.845, 36.2221, 4.281, 13.01794, 166.50739
0.634, -79.4919, 146.843, 36.2160, 4.234, 13.02129, 166.44987
0.634, -79.4928, 146.841, 36.2086, 4.269, 13.02533, 166.37946
0.634, -79.4937, 146.839, 36.2013, 4.252, 13.02939, 166.30905
0.634, -79.4945, 146.838, 36.1957, 4.264, 13.03260, 166.25536
0.635, -79.4955, 146.836, 36.1872, 4.298, 13.03729, 166.17375
0.635, -79.4975, 146.831, 36.1714, 4.308, 13.04612, 166.02368
0.635, -79.4978, 146.831, 36.1693, 4.278, 13.04737, 166.00298
0.635, -79.4983, 146.830, 36.1655, 4.286, 13.04954, 165.96658
0.636, -79.4994, 146.827, 36.1637, 4.308, 13.05587, 165.85369
0.636, -79.5008, 146.822, 36.1673, 4.308, 13.06575, 165.67244
0.636, -79.5019, 146.819, 36.1699, 4.295, 13.07327, 165.53682
0.637, -79.5029, 146.816, 36.1722, 4.300, 13.07988, 165.41918
0.638, -79.5049, 146.809, 36.1771, 4.276, 13.09405, 165.16718
0.638, -79.5066, 146.804, 36.1811, 4.261, 13.10573, 164.96353
0.638, -79.5070, 146.803, 36.1820, 4.266, 13.10859, 164.91391
0.639, -79.5084, 146.798, 36.1856, 4.261, 13.11893, 164.73435
0.639, -79.5090, 146.796, 36.1870, 4.259, 13.12316, 164.66191
0.639, -79.5094, 146.795, 36.1879, 4.264, 13.12586, 164.61636
0.640, -79.5103, 146.792, 36.1901, 4.269, 13.13249, 164.50313
0.640, -79.5111, 146.790, 36.1919, 4.264, 13.13814, 164.40794
0.640, -79.5112, 146.789, 36.1923, 4.274, 13.13916, 164.38988
0.641, -79.5131, 146.783, 36.1969, 4.278, 13.15324, 164.15356
0.641, -79.5140, 146.780, 36.1990, 4.276, 13.15975, 164.04573
0.641, -79.5153, 146.776, 36.2022, 4.274, 13.16967, 163.88151
0.642, -79.5156, 146.775, 36.2030, 4.276, 13.17200, 163.84308
0.642, -79.5159, 146.774, 36.2035, 4.269, 13.17383, 163.81415
0.642, -79.5168, 146.771, 36.2059, 4.264, 13.18110, 163.69446
0.642, -79.5177, 146.768, 36.2079, 4.266, 13.18751, 163.59139
0.643, -79.5197, 146.762, 36.2128, 4.256, 13.20320, 163.33807
0.644, -79.5217, 146.755, 36.2177, 4.259, 13.21903, 163.08604
0.644, -79.5233, 146.751, 36.2215, 4.271, 13.23129, 162.89395
0.645, -79.5238, 146.749, 36.2227, 4.266, 13.23522, 162.83269
0.645, -79.5251, 146.744, 36.2272, 4.276, 13.24606, 162.66328
0.645, -79.5256, 146.742, 36.2298, 4.276, 13.25125, 162.58066
0.646, -79.5274, 146.735, 36.2381, 4.274, 13.26762, 162.32623
0.647, -79.5286, 146.730, 36.2439, 4.254, 13.27901, 162.15037
0.647, -79.5304, 146.723, 36.2513, 4.249, 13.29558, 161.89832
0.648, -79.5317, 146.718, 36.2329, 4.259, 13.31201, 161.64406
0.649, -79.5324, 146.715, 36.2287, 4.266, 13.32068, 161.51148
0.649, -79.5337, 146.709, 36.2364, 4.269, 13.33606, 161.27919
0.650, -79.5349, 146.704, 36.2583, 4.269, 13.34960, 161.07785
0.653, -79.5416, 146.666, 36.2435, 4.249, 13.42743, 159.95475
0.653, -79.5419, 146.665, 36.2431, 4.244, 13.43060, 159.91055
0.656, -79.5460, 146.626, 36.2486, 4.239, 13.49407, 159.01990
0.657, -79.5471, 146.614, 36.2507, 4.247, 13.51319, 158.75659
0.658, -79.5484, 146.601, 36.2530, 4.247, 13.53393, 158.47587
0.659, -79.5495, 146.590, 36.2551, 4.254, 13.55246, 158.22721
0.659, -79.5506, 146.577, 36.2573, 4.271, 13.57232, 157.96243
0.663, -79.5555, 146.528, 36.2662, 4.239, 13.65664, 156.87292
0.663, -79.5562, 146.520, 36.2676, 4.278, 13.66963, 156.70865
0.663, -79.5563, 146.519, 36.2678, 4.278, 13.67137, 156.68683
0.664, -79.5572, 146.510, 36.2695, 4.269, 13.68817, 156.47597
0.664, -79.5575, 146.507, 36.2699, 4.271, 13.69266, 156.42073
0.664, -79.5578, 146.504, 36.2705, 4.261, 13.69764, 156.35904
0.665, -79.5583, 146.499, 36.2714, 4.256, 13.70713, 156.24118
0.665, -79.5587, 146.495, 36.2721, 4.259, 13.71411, 156.15530
0.665, -79.5588, 146.494, 36.2723, 4.254, 13.71614, 156.13009
0.666, -79.5597, 146.484, 36.2741, 4.259, 13.73402, 155.90998
0.666, -79.5598, 146.483, 36.2743, 4.254, 13.73575, 155.88885
0.666, -79.5602, 146.479, 36.2750, 4.266, 13.74261, 155.80569
0.666, -79.5607, 146.474, 36.2759, 4.266, 13.75149, 155.69799
0.666, -79.5608, 146.473, 36.2761, 4.281, 13.75329, 155.67619
0.667, -79.5613, 146.468, 36.2770, 4.237, 13.76279, 155.56136
0.667, -79.5619, 146.462, 36.2781, 4.242, 13.77338, 155.43423
0.667, -79.5619, 146.462, 36.2781, 4.237, 13.77386, 155.42811
0.668, -79.5627, 146.453, 36.2797, 4.247, 13.79012, 155.23285
0.668, -79.5628, 146.453, 36.2797, 4.247, 13.79032, 155.23149
0.668, -79.5633, 146.448, 36.2807, 4.234, 13.79994, 155.11698
0.669, -79.5638, 146.442, 36.2816, 4.225, 13.80954, 155.00310
0.669, -79.5639, 146.441, 36.2819, 4.225, 13.81254, 154.96703
0.669, -79.5643, 146.437, 36.2825, 4.217, 13.81902, 154.89133
0.669, -79.5648, 146.432, 36.2835, 4.212, 13.82875, 154.77684
0.669, -79.5651, 146.428, 36.2841, 4.212, 13.83528, 154.69978
0.670, -79.5653, 146.427, 36.2844, 4.247, 13.83879, 154.65894
0.670, -79.5658, 146.421, 36.2854, 4.249, 13.84855, 154.54505
0.670, -79.5663, 146.416, 36.2863, 4.249, 13.85814, 154.43361
0.670, -79.5663, 146.416, 36.2863, 4.252, 13.85842, 154.43021
0.671, -79.5671, 146.408, 36.2878, 4.249, 13.87450, 154.24415
0.671, -79.5672, 146.406, 36.2881, 4.249, 13.87665, 154.21921
0.671, -79.5678, 146.401, 36.2890, 4.244, 13.88698, 154.10131
0.672, -79.5683, 146.396, 36.2899, 4.242, 13.89672, 153.98985
0.672, -79.5686, 146.393, 36.2905, 4.242, 13.90292, 153.91898
0.672, -79.5688, 146.390, 36.2909, 4.234, 13.90725, 153.86950
0.672, -79.5693, 146.386, 36.2918, 4.234, 13.91689, 153.76017
0.672, -79.5694, 146.384, 36.2921, 4.237, 13.91956, 153.72944
0.673, -79.5703, 146.375, 36.2938, 4.227, 13.93764, 153.52529
0.673, -79.5705, 146.373, 36.2941, 4.227, 13.94167, 153.47997
0.673, -79.5708, 146.370, 36.2947, 4.225, 13.94737, 153.41621
0.674, -79.5719, 146.359, 36.2966, 4.227, 13.96886, 153.17657
0.674, -79.5723, 146.354, 36.2974, 4.227, 13.97761, 153.07903
0.675, -79.5728, 146.349, 36.2984, 4.227, 13.98765, 152.96791
0.675, -79.5730, 146.347, 36.3002, 4.227, 13.99090, 152.93242
0.675, -79.5734, 146.343, 36.3040, 4.227, 13.99783, 152.85670
0.676, -79.5740, 146.337, 36.3095, 4.227, 14.00795, 152.74650
0.676, -79.5747, 146.331, 36.3156, 4.230, 14.01906, 152.62644
0.676, -79.5753, 146.324, 36.3215, 4.232, 14.02982, 152.50971
0.677, -79.5758, 146.320, 36.3259, 4.234, 14.03807, 152.42105
0.677, -79.5759, 146.319, 36.3269, 4.232, 14.03993, 152.40093
0.677, -79.5773, 146.305, 36.3392, 4.227, 14.06271, 152.15760
0.678, -79.5777, 146.301, 36.3435, 4.225, 14.07062, 152.07269
0.678, -79.5782, 146.296, 36.3428, 4.220, 14.08165, 151.95407
0.678, -79.5785, 146.294, 36.3421, 4.222, 14.08759, 151.89073
