# mission day, lat, long, alt, (pressure?), horizon alts (deg), azimuth (deg)
7.302, -74.3553, -129.004, 33.1576, 6.269, 8.01573, 200.07657
7.303, -74.3549, -129.014, 33.1576, 6.276, 8.00474, 199.96896
7.303, -74.3546, -129.021, 33.1576, 6.271, 7.99657, 199.88864
7.303, -74.3545, -129.023, 33.1576, 6.283, 7.99371, 199.86045
7.303, -74.3541, -129.033, 33.1576, 6.283, 7.98283, 199.75283
7.304, -74.3536, -129.045, 33.1576, 6.283, 7.96951, 199.62037
7.304, -74.3533, -129.052, 33.1576, 6.274, 7.96147, 199.54003
7.304, -74.3529, -129.062, 33.1576, 6.264, 7.95011, 199.42573
7.304, -74.3528, -129.066, 33.1576, 6.274, 7.94621, 199.38604
7.305, -74.3525, -129.071, 33.1576, 6.254, 7.94032, 199.32721
7.305, -74.3521, -129.081, 33.1576, 6.237, 7.92971, 199.21960
7.305, -74.3521, -129.082, 33.1576, 6.244, 7.92853, 199.20717
7.305, -74.3517, -129.091, 33.1576, 6.234, 7.91915, 199.11198
7.306, -74.3513, -129.101, 33.1576, 6.230, 7.90865, 199.00435
7.306, -74.3508, -129.111, 33.1576, 6.234, 7.89873, 198.90340
7.306, -74.3508, -129.111, 33.1576, 6.232, 7.89842, 198.90007
7.306, -74.3504, -129.122, 33.1576, 6.234, 7.88780, 198.79002
7.307, -74.3500, -129.131, 33.1576, 6.239, 7.87769, 198.68481
7.307, -74.3496, -129.141, 33.1576, 6.237, 7.86741, 198.57718
7.307, -74.3493, -129.151, 33.1576, 6.232, 7.85757, 198.47288
7.308, -74.3491, -129.156, 33.1576, 6.234, 7.85233, 198.41739
7.308, -74.3490, -129.161, 33.1576, 6.225, 7.84749, 198.36525
7.308, -74.3485, -129.181, 33.1576, 6.203, 7.82789, 198.15332
7.309, -74.3481, -129.200, 33.1576, 6.193, 7.80821, 197.93711
7.309, -74.3481, -129.201, 33.1576, 6.200, 7.80770, 197.93136
7.309, -74.3478, -129.210, 33.1576, 6.190, 7.79840, 197.82946
7.310, -74.3475, -129.220, 33.1576, 6.195, 7.78894, 197.72517
7.310, -74.3474, -129.224, 33.1576, 6.190, 7.78507, 197.68209
7.310, -74.3472, -129.230, 33.1576, 6.198, 7.77924, 197.61751
7.311, -74.3469, -129.239, 33.1576, 6.198, 7.76981, 197.51227
7.311, -74.3469, -129.240, 33.1576, 6.198, 7.76931, 197.50652
7.311, -74.3467, -129.248, 33.1576, 6.203, 7.76023, 197.40368
7.311, -74.3465, -129.258, 33.1576, 6.200, 7.75079, 197.29604
7.311, -74.3464, -129.262, 33.1576, 6.203, 7.74730, 197.25631
7.312, -74.3463, -129.268, 33.1576, 6.195, 7.74169, 197.19171
7.312, -74.3460, -129.278, 33.1576, 6.193, 7.73227, 197.08406
7.312, -74.3458, -129.285, 33.1576, 6.193, 7.72529, 197.00368
7.312, -74.3458, -129.288, 33.1576, 6.188, 7.72271, 196.97305
7.313, -74.3456, -129.298, 33.1576, 6.188, 7.71349, 196.86538
7.313, -74.3453, -129.307, 33.1576, 6.188, 7.70527, 196.77015
7.313, -74.3453, -129.308, 33.1576, 6.186, 7.70451, 196.76106
7.313, -74.3451, -129.318, 33.1576, 6.188, 7.69568, 196.65673
7.314, -74.3448, -129.332, 33.1576, 6.198, 7.68300, 196.50599
7.314, -74.3444, -129.348, 33.1576, 6.193, 7.66886, 196.33704
7.315, -74.3443, -129.354, 33.1576, 6.190, 7.66354, 196.27244
7.315, -74.3441, -129.359, 33.1576, 6.193, 7.65941, 196.22360
7.315, -74.3438, -129.375, 33.1576, 6.190, 7.64613, 196.06135
7.315, -74.3437, -129.378, 33.1576, 6.193, 7.64279, 196.02068
7.315, -74.3437, -129.379, 33.1576, 6.188, 7.64207, 196.01158
7.316, -74.3435, -129.390, 33.1576, 6.186, 7.63342, 195.90482
7.316, -74.3433, -129.400, 33.1576, 6.188, 7.62476, 195.79714
7.316, -74.3433, -129.402, 33.1576, 6.186, 7.62281, 195.77226
7.316, -74.3432, -129.409, 33.1576, 6.186, 7.61643, 195.69186
7.317, -74.3430, -129.419, 33.1576, 6.195, 7.60787, 195.58417
7.317, -74.3429, -129.423, 33.1576, 6.195, 7.60419, 195.53774
7.317, -74.3428, -129.428, 33.1576, 6.200, 7.59956, 195.47889
7.317, -74.3426, -129.438, 33.1576, 6.203, 7.59112, 195.37120
7.318, -74.3424, -129.444, 33.1576, 6.198, 7.58575, 195.30322
7.318, -74.3423, -129.447, 33.1576, 6.205, 7.58256, 195.26255
7.318, -74.3420, -129.457, 33.1576, 6.203, 7.57414, 195.15486
7.319, -74.3417, -129.465, 33.1576, 6.200, 7.56613, 195.05197
7.319, -74.3417, -129.465, 33.1576, 6.203, 7.56588, 195.04863
7.319, -74.3414, -129.475, 33.1575, 6.193, 7.55731, 194.93757
7.319, -74.3410, -129.483, 33.1575, 6.186, 7.54931, 194.83468
7.320, -74.3407, -129.493, 33.1575, 6.173, 7.54086, 194.72363
7.320, -74.3407, -129.493, 33.1575, 6.186, 7.54086, 194.72363
7.320, -74.3405, -129.502, 33.1576, 6.168, 7.53275, 194.61498
7.320, -74.3400, -129.515, 33.1576, 6.161, 7.52466, 194.51005
7.320, -74.3399, -129.517, 33.1576, 6.168, 7.52205, 194.47513
7.321, -74.3398, -129.520, 33.1576, 6.159, 7.51663, 194.40102
7.321, -74.3396, -129.528, 33.1576, 6.161, 7.50885, 194.29480
7.321, -74.3394, -129.533, 33.1576, 6.159, 7.50425, 194.23258
7.321, -74.3393, -129.537, 33.1576, 6.159, 7.50087, 194.18614
7.322, -74.3390, -129.545, 33.1576, 6.166, 7.49310, 194.07989
7.322, -74.3386, -129.553, 33.1576, 6.164, 7.48553, 193.97699
7.322, -74.3386, -129.554, 33.1576, 6.164, 7.48490, 193.96789
7.322, -74.3383, -129.562, 33.1576, 6.164, 7.47702, 193.85829
7.323, -74.3380, -129.571, 33.1576, 6.166, 7.46949, 193.75299
7.323, -74.3377, -129.580, 33.1576, 6.166, 7.46179, 193.64432
7.323, -74.3374, -129.588, 33.1576, 6.161, 7.45453, 193.54140
7.324, -74.3372, -129.593, 33.1576, 6.161, 7.45037, 193.48253
7.324, -74.3370, -129.597, 33.1576, 6.161, 7.44662, 193.42939
7.324, -74.3366, -129.606, 33.1576, 6.161, 7.43921, 193.32406
7.324, -74.3362, -129.613, 33.1576, 6.161, 7.43284, 193.23359
7.324, -74.3361, -129.615, 33.1576, 6.166, 7.43132, 193.21204
7.325, -74.3357, -129.623, 33.1576, 6.171, 7.42418, 193.10912
7.325, -74.3353, -129.632, 33.1576, 6.176, 7.41651, 192.99709
7.325, -74.3351, -129.640, 33.1576, 6.176, 7.41031, 192.90420
7.325, -74.3350, -129.641, 33.1576, 6.176, 7.40942, 192.89175
7.326, -74.3347, -129.650, 33.1576, 6.176, 7.40195, 192.77973
7.326, -74.3346, -129.659, 33.2196, 6.173, 7.39496, 192.67106
7.327, -74.3346, -129.674, 33.3936, 6.168, 7.38344, 192.48769
7.327, -74.3345, -129.676, 33.3928, 6.166, 7.38138, 192.45611
7.327, -74.3344, -129.681, 33.3916, 6.173, 7.37825, 192.40725
7.327, -74.3342, -129.685, 33.3902, 6.156, 7.37436, 192.34742
7.328, -74.3339, -129.694, 33.3883, 6.154, 7.36761, 192.24207
7.328, -74.3336, -129.701, 33.3870, 6.159, 7.36201, 192.15493
7.328, -74.3336, -129.702, 33.3867, 6.156, 7.36085, 192.13579
7.328, -74.3332, -129.711, 33.3874, 6.154, 7.35370, 192.02375
7.329, -74.3328, -129.719, 33.3888, 6.154, 7.34676, 191.91412
7.329, -74.3319, -129.736, 33.3894, 6.166, 7.33321, 191.69912
7.329, -74.3317, -129.740, 33.3887, 6.164, 7.33070, 191.65936
7.330, -74.3313, -129.746, 33.3854, 6.166, 7.32636, 191.59134
7.330, -74.3309, -129.754, 33.3810, 6.166, 7.32061, 191.49844
7.330, -74.3308, -129.755, 33.3805, 6.161, 7.31980, 191.48598
7.330, -74.3303, -129.764, 33.3747, 6.151, 7.31348, 191.38396
7.331, -74.3298, -129.774, 33.3680, 6.142, 7.30652, 191.26949
7.331, -74.3296, -129.778, 33.3670, 6.151, 7.30409, 191.22971
7.331, -74.3292, -129.783, 33.3667, 6.134, 7.30003, 191.16411
7.331, -74.3287, -129.793, 33.3660, 6.134, 7.29355, 191.05633
7.332, -74.3282, -129.800, 33.3686, 6.134, 7.28973, 190.99593
7.332, -74.3279, -129.805, 33.3719, 6.134, 7.28676, 190.94705
7.332, -74.3274, -129.813, 33.3837, 6.139, 7.28030, 190.83740
7.332, -74.3267, -129.822, 33.3857, 6.137, 7.27447, 190.74205
7.332, -74.3267, -129.823, 33.3859, 6.147, 7.27416, 190.73628
7.333, -74.3259, -129.834, 33.3878, 6.151, 7.26750, 190.62607
7.333, -74.3252, -129.843, 33.3895, 6.154, 7.26141, 190.52403
7.333, -74.3250, -129.846, 33.3900, 6.151, 7.25961, 190.49337
