# mission day, lat, long, alt, (pressure?), topocentric ra, dec
5.600, -78.8575, -84.886, 34.2690, 5.536, 284.85619, -22.73513
5.601, -78.8571, -84.887, 34.2685, 5.536, 284.85628, -22.73512
5.601, -78.8561, -84.889, 34.2669, 5.538, 284.85654, -22.73510
5.601, -78.8546, -84.891, 34.2689, 5.538, 284.85693, -22.73506
5.601, -78.8536, -84.893, 34.2714, 5.538, 284.85718, -22.73503
5.601, -78.8531, -84.894, 34.2725, 5.541, 284.85730, -22.73502
5.602, -78.8515, -84.897, 34.2770, 5.541, 284.85768, -22.73498
5.602, -78.8493, -84.901, 34.2829, 5.543, 284.85812, -22.73494
5.602, -78.8493, -84.901, 34.2830, 5.541, 284.85813, -22.73494
5.603, -78.8478, -84.903, 34.2840, 5.543, 284.85848, -22.73490
5.603, -78.8457, -84.907, 34.2835, 5.543, 284.85898, -22.73485
5.604, -78.8430, -84.911, 34.2756, 5.551, 284.85959, -22.73479
5.604, -78.8429, -84.911, 34.2754, 5.548, 284.85960, -22.73478
5.604, -78.8413, -84.913, 34.2699, 5.553, 284.85998, -22.73475
5.604, -78.8395, -84.916, 34.2643, 5.556, 284.86037, -22.73471
5.604, -78.8389, -84.916, 34.2628, 5.556, 284.86052, -22.73469
5.605, -78.8378, -84.918, 34.2601, 5.560, 284.86077, -22.73466
5.605, -78.8347, -84.922, 34.2547, 5.560, 284.86141, -22.73460
5.606, -78.8321, -84.926, 34.2518, 5.556, 284.86188, -22.73455
5.606, -78.8301, -84.929, 34.2502, 5.551, 284.86229, -22.73451
5.606, -78.8301, -84.929, 34.2502, 5.556, 284.86230, -22.73451
5.606, -78.8283, -84.931, 34.2488, 5.546, 284.86266, -22.73447
5.607, -78.8265, -84.934, 34.2473, 5.546, 284.86306, -22.73443
5.607, -78.8261, -84.934, 34.2470, 5.546, 284.86313, -22.73442
5.607, -78.8228, -84.939, 34.2444, 5.563, 284.86383, -22.73435
5.608, -78.8210, -84.942, 34.2429, 5.568, 284.86420, -22.73431
5.608, -78.8193, -84.944, 34.2419, 5.580, 284.86455, -22.73427
5.608, -78.8178, -84.946, 34.2412, 5.580, 284.86487, -22.73424
5.608, -78.8173, -84.947, 34.2410, 5.587, 284.86496, -22.73423
5.609, -78.8155, -84.949, 34.2378, 5.590, 284.86533, -22.73419
5.609, -78.8135, -84.951, 34.2323, 5.592, 284.86572, -22.73415
5.609, -78.8133, -84.952, 34.2317, 5.590, 284.86576, -22.73415
5.609, -78.8116, -84.954, 34.2285, 5.590, 284.86609, -22.73411
5.610, -78.8091, -84.958, 34.2251, 5.590, 284.86665, -22.73405
5.611, -78.8062, -84.962, 34.2233, 5.590, 284.86725, -22.73399
5.611, -78.8039, -84.966, 34.2302, 5.590, 284.86755, -22.73396
5.611, -78.8034, -84.966, 34.2320, 5.595, 284.86763, -22.73395
5.611, -78.8011, -84.970, 34.2376, 5.607, 284.86802, -22.73391
5.612, -78.7992, -84.973, 34.2422, 5.614, 284.86840, -22.73387
5.612, -78.7989, -84.974, 34.2427, 5.609, 284.86844, -22.73387
5.612, -78.7973, -84.976, 34.2381, 5.619, 284.86877, -22.73383
5.612, -78.7958, -84.978, 34.2336, 5.624, 284.86907, -22.73380
5.613, -78.7914, -84.984, 34.2058, 5.621, 284.86997, -22.73371
5.613, -78.7897, -84.986, 34.1970, 5.617, 284.87030, -22.73367
5.614, -78.7872, -84.989, 34.1854, 5.617, 284.87079, -22.73362
5.614, -78.7872, -84.989, 34.1854, 5.614, 284.87079, -22.73362
5.614, -78.7858, -84.992, 34.1856, 5.614, 284.87107, -22.73359
5.614, -78.7838, -84.995, 34.1859, 5.614, 284.87147, -22.73355
5.614, -78.7836, -84.995, 34.1859, 5.612, 284.87150, -22.73355
5.615, -78.7801, -85.000, 34.1864, 5.614, 284.87222, -22.73348
5.615, -78.7791, -85.002, 34.1848, 5.614, 284.87240, -22.73346
5.615, -78.7781, -85.004, 34.1824, 5.619, 284.87260, -22.73344
5.616, -78.7761, -85.008, 34.1778, 5.621, 284.87297, -22.73340
5.616, -78.7743, -85.011, 34.1693, 5.619, 284.87329, -22.73337
5.616, -78.7738, -85.012, 34.1663, 5.626, 284.87339, -22.73336
5.616, -78.7718, -85.016, 34.1562, 5.629, 284.87376, -22.73332
5.617, -78.7709, -85.017, 34.1548, 5.629, 284.87394, -22.73330
5.617, -78.7697, -85.019, 34.1529, 5.634, 284.87416, -22.73328
5.617, -78.7663, -85.025, 34.1477, 5.636, 284.87477, -22.73321
5.618, -78.7636, -85.029, 34.1437, 5.636, 284.87528, -22.73316
5.618, -78.7615, -85.032, 34.1461, 5.636, 284.87567, -22.73312
5.618, -78.7615, -85.032, 34.1461, 5.634, 284.87567, -22.73312
5.619, -78.7592, -85.035, 34.1487, 5.634, 284.87609, -22.73307
5.619, -78.7573, -85.038, 34.1510, 5.634, 284.87646, -22.73304
5.619, -78.7567, -85.039, 34.1517, 5.631, 284.87657, -22.73302
5.620, -78.7533, -85.043, 34.1551, 5.641, 284.87721, -22.73296
5.620, -78.7518, -85.046, 34.1534, 5.636, 284.87748, -22.73293
5.620, -78.7513, -85.047, 34.1527, 5.643, 284.87758, -22.73292
5.620, -78.7491, -85.050, 34.1498, 5.658, 284.87798, -22.73288
5.621, -78.7473, -85.053, 34.1454, 5.658, 284.87832, -22.73284
5.621, -78.7472, -85.053, 34.1451, 5.651, 284.87834, -22.73284
5.621, -78.7450, -85.057, 34.1397, 5.656, 284.87877, -22.73280
5.621, -78.7426, -85.061, 34.1338, 5.656, 284.87923, -22.73275
5.622, -78.7391, -85.066, 34.1274, 5.648, 284.87987, -22.73268
5.622, -78.7390, -85.066, 34.1272, 5.648, 284.87990, -22.73268
5.622, -78.7369, -85.069, 34.1252, 5.641, 284.88028, -22.73264
5.623, -78.7348, -85.072, 34.1257, 5.641, 284.88067, -22.73260
5.623, -78.7343, -85.073, 34.1258, 5.641, 284.88077, -22.73259
5.623, -78.7328, -85.075, 34.1263, 5.639, 284.88104, -22.73256
5.623, -78.7306, -85.078, 34.1269, 5.639, 284.88143, -22.73252
5.624, -78.7284, -85.081, 34.1276, 5.643, 284.88183, -22.73248
5.624, -78.7278, -85.081, 34.1278, 5.639, 284.88193, -22.73246
5.625, -78.7229, -85.088, 34.1215, 5.646, 284.88282, -22.73237
5.625, -78.7221, -85.089, 34.1194, 5.653, 284.88296, -22.73236
5.625, -78.7195, -85.093, 34.1144, 5.646, 284.88345, -22.73230
5.625, -78.7181, -85.094, 34.1122, 5.648, 284.88372, -22.73228
5.625, -78.7180, -85.094, 34.1121, 5.643, 284.88373, -22.73227
5.626, -78.7161, -85.097, 34.1091, 5.641, 284.88411, -22.73224
5.626, -78.7148, -85.099, 34.1071, 5.641, 284.88435, -22.73221
5.627, -78.7102, -85.104, 34.1143, 5.639, 284.88524, -22.73212
5.627, -78.7101, -85.105, 34.1145, 5.641, 284.88525, -22.73212
5.627, -78.7081, -85.107, 34.1189, 5.636, 284.88563, -22.73208
5.628, -78.7060, -85.109, 34.1235, 5.634, 284.88601, -22.73203
5.628, -78.7055, -85.110, 34.1241, 5.636, 284.88615, -22.73202
5.628, -78.7047, -85.111, 34.1239, 5.631, 284.88639, -22.73200
5.628, -78.7034, -85.112, 34.1235, 5.629, 284.88679, -22.73195
5.628, -78.7034, -85.112, 34.1235, 5.631, 284.88679, -22.73195
5.629, -78.7007, -85.116, 34.1227, 5.631, 284.88763, -22.73187
5.630, -78.6946, -85.124, 34.1165, 5.639, 284.88822, -22.73180
5.630, -78.6937, -85.125, 34.1161, 5.641, 284.88831, -22.73179
5.630, -78.6917, -85.127, 34.1174, 5.641, 284.88869, -22.73175
5.630, -78.6896, -85.130, 34.1187, 5.643, 284.88908, -22.73171
5.630, -78.6893, -85.131, 34.1189, 5.643, 284.88913, -22.73171
5.631, -78.6875, -85.133, 34.1201, 5.643, 284.88946, -22.73167
5.632, -78.6769, -85.147, 34.1323, 5.661, 284.89139, -22.73147
5.633, -78.6749, -85.149, 34.1363, 5.665, 284.89177, -22.73143
5.633, -78.6729, -85.151, 34.1388, 5.668, 284.89213, -22.73139
5.633, -78.6716, -85.153, 34.1380, 5.668, 284.89238, -22.73136
5.633, -78.6708, -85.154, 34.1376, 5.673, 284.89253, -22.73135
5.634, -78.6687, -85.156, 34.1353, 5.680, 284.89290, -22.73131
5.634, -78.6681, -85.157, 34.1340, 5.680, 284.89301, -22.73129
5.634, -78.6645, -85.161, 34.1260, 5.687, 284.89366, -22.73123
5.635, -78.6631, -85.163, 34.1239, 5.687, 284.89391, -22.73120
5.635, -78.6622, -85.164, 34.1225, 5.692, 284.89408, -22.73118
5.635, -78.6601, -85.167, 34.1197, 5.690, 284.89446, -22.73114
5.635, -78.6596, -85.168, 34.1191, 5.690, 284.89455, -22.73113
5.636, -78.6581, -85.170, 34.1175, 5.690, 284.89482, -22.73110
5.636, -78.6559, -85.173, 34.1153, 5.690, 284.89521, -22.73106
5.637, -78.6517, -85.179, 34.1109, 5.687, 284.89596, -22.73098
5.637, -78.6496, -85.181, 34.1087, 5.685, 284.89634, -22.73094
5.637, -78.6484, -85.183, 34.1074, 5.685, 284.89655, -22.73092
5.637, -78.6474, -85.185, 34.1043, 5.685, 284.89674, -22.73090
5.638, -78.6452, -85.188, 34.0961, 5.685, 284.89715, -22.73086
5.638, -78.6435, -85.190, 34.0895, 5.683, 284.89746, -22.73082
5.638, -78.6432, -85.191, 34.0882, 5.685, 284.89752, -22.73082
5.638, -78.6400, -85.196, 34.0739, 5.690, 284.89810, -22.73076
5.639, -78.6391, -85.197, 34.0716, 5.692, 284.89827, -22.73074
5.639, -78.6350, -85.203, 34.0642, 5.700, 284.89901, -22.73066
5.639, -78.6348, -85.204, 34.0640, 5.700, 284.89903, -22.73066
5.640, -78.6325, -85.207, 34.0616, 5.700, 284.89943, -22.73062
5.640, -78.6312, -85.210, 34.0605, 5.700, 284.89965, -22.73059
5.640, -78.6302, -85.211, 34.0603, 5.697, 284.89983, -22.73058
5.640, -78.6280, -85.215, 34.0597, 5.695, 284.90023, -22.73053
5.641, -78.6264, -85.218, 34.0592, 5.695, 284.90051, -22.73050
5.641, -78.6238, -85.222, 34.0585, 5.697, 284.90096, -22.73046
5.641, -78.6205, -85.228, 34.0601, 5.697, 284.90136, -22.73041
5.642, -78.6192, -85.230, 34.0595, 5.702, 284.90172, -22.73038
5.642, -78.6170, -85.234, 34.0613, 5.702, 284.90213, -22.73033
5.642, -78.6163, -85.236, 34.0621, 5.702, 284.90226, -22.73032
5.643, -78.6147, -85.238, 34.0637, 5.702, 284.90254, -22.73029
5.643, -78.6116, -85.244, 34.0598, 5.700, 284.90312, -22.73023
5.644, -78.6086, -85.249, 34.0530, 5.690, 284.90366, -22.73017
5.644, -78.6077, -85.251, 34.0506, 5.690, 284.90381, -22.73016
5.644, -78.6065, -85.253, 34.0478, 5.687, 284.90405, -22.73013
5.644, -78.6044, -85.257, 34.0501, 5.685, 284.90445, -22.73009
5.644, -78.6030, -85.260, 34.0516, 5.685, 284.90473, -22.73006
5.645, -78.6024, -85.261, 34.0519, 5.687, 284.90484, -22.73005
5.645, -78.6003, -85.265, 34.0518, 5.690, 284.90524, -22.73001
5.646, -78.5969, -85.272, 34.0515, 5.692, 284.90589, -22.72994
5.646, -78.5945, -85.277, 34.0507, 5.702, 284.90637, -22.72989
5.646, -78.5939, -85.278, 34.0500, 5.702, 284.90649, -22.72988
5.646, -78.5926, -85.281, 34.0484, 5.702, 284.90676, -22.72985
5.647, -78.5908, -85.284, 34.0445, 5.705, 284.90714, -22.72982
5.647, -78.5896, -85.287, 34.0406, 5.705, 284.90739, -22.72979
5.647, -78.5889, -85.288, 34.0382, 5.705, 284.90755, -22.72977
5.647, -78.5871, -85.292, 34.0360, 5.705, 284.90792, -22.72973
5.648, -78.5854, -85.296, 34.0378, 5.705, 284.90829, -22.72970
5.648, -78.5818, -85.304, 34.0484, 5.709, 284.90908, -22.72962
5.649, -78.5801, -85.308, 34.0538, 5.712, 284.90945, -22.72958
5.649, -78.5783, -85.311, 34.0591, 5.714, 284.90984, -22.72954
5.649, -78.5772, -85.314, 34.0592, 5.714, 284.91010, -22.72951
5.649, -78.5766, -85.315, 34.0580, 5.714, 284.91022, -22.72950
5.650, -78.5748, -85.319, 34.0546, 5.717, 284.91061, -22.72946
5.650, -78.5734, -85.323, 34.0517, 5.719, 284.91095, -22.72942
5.651, -78.5698, -85.331, 34.0438, 5.714, 284.91176, -22.72934
5.651, -78.5694, -85.332, 34.0428, 5.717, 284.91186, -22.72933
5.651, -78.5680, -85.335, 34.0394, 5.709, 284.91216, -22.72930
5.651, -78.5669, -85.337, 34.0384, 5.709, 284.91243, -22.72927
5.652, -78.5665, -85.338, 34.0380, 5.707, 284.91255, -22.72926
5.652, -78.5649, -85.342, 34.0367, 5.705, 284.91293, -22.72922
5.652, -78.5634, -85.346, 34.0353, 5.702, 284.91331, -22.72918
5.652, -78.5630, -85.347, 34.0350, 5.702, 284.91340, -22.72917
5.653, -78.5582, -85.359, 34.0284, 5.722, 284.91446, -22.72907
5.653, -78.5580, -85.360, 34.0282, 5.712, 284.91457, -22.72906
5.654, -78.5572, -85.362, 34.0274, 5.724, 284.91486, -22.72903
5.654, -78.5558, -85.366, 34.0250, 5.724, 284.91521, -22.72899
5.654, -78.5556, -85.366, 34.0248, 5.726, 284.91525, -22.72899
5.654, -78.5541, -85.370, 34.0224, 5.726, 284.91564, -22.72895
5.655, -78.5525, -85.374, 34.0203, 5.729, 284.91602, -22.72891
5.655, -78.5521, -85.375, 34.0197, 5.726, 284.91613, -22.72890
5.655, -78.5494, -85.382, 34.0201, 5.729, 284.91677, -22.72883
5.656, -78.5478, -85.386, 34.0222, 5.734, 284.91718, -22.72879
5.656, -78.5465, -85.389, 34.0258, 5.741, 284.91757, -22.72875
5.656, -78.5452, -85.393, 34.0287, 5.741, 284.91794, -22.72872
5.656, -78.5450, -85.393, 34.0288, 5.741, 284.91797, -22.72871
5.657, -78.5435, -85.398, 34.0302, 5.744, 284.91834, -22.72868
5.657, -78.5427, -85.400, 34.0309, 5.744, 284.91853, -22.72866
5.657, -78.5418, -85.402, 34.0317, 5.746, 284.91874, -22.72863
5.658, -78.5387, -85.411, 34.0303, 5.741, 284.91948, -22.72856
5.658, -78.5386, -85.411, 34.0300, 5.741, 284.91950, -22.72856
5.658, -78.5370, -85.415, 34.0218, 5.736, 284.91989, -22.72852
5.658, -78.5355, -85.420, 34.0145, 5.739, 284.92025, -22.72848
5.659, -78.5350, -85.421, 34.0125, 5.739, 284.92035, -22.72847
5.659, -78.5334, -85.426, 34.0058, 5.741, 284.92068, -22.72844
5.659, -78.5317, -85.430, 34.0033, 5.748, 284.92107, -22.72840
5.659, -78.5302, -85.434, 34.0032, 5.758, 284.92143, -22.72836
5.660, -78.5268, -85.443, 34.0020, 5.773, 284.92221, -22.72828
5.661, -78.5253, -85.447, 33.9983, 5.773, 284.92258, -22.72825
5.661, -78.5252, -85.447, 33.9982, 5.773, 284.92259, -22.72824
5.661, -78.5219, -85.456, 33.9901, 5.766, 284.92338, -22.72816
5.661, -78.5215, -85.458, 33.9893, 5.766, 284.92348, -22.72815
5.662, -78.5202, -85.461, 33.9874, 5.763, 284.92378, -22.72813
5.662, -78.5186, -85.466, 33.9849, 5.758, 284.92416, -22.72809
5.662, -78.5176, -85.469, 33.9833, 5.758, 284.92439, -22.72806
5.663, -78.5159, -85.473, 33.9842, 5.756, 284.92480, -22.72802
5.663, -78.5151, -85.476, 33.9863, 5.756, 284.92504, -22.72800
5.663, -78.5141, -85.479, 33.9887, 5.756, 284.92530, -22.72797
5.663, -78.5124, -85.484, 33.9882, 5.756, 284.92570, -22.72793
5.664, -78.5113, -85.487, 33.9875, 5.756, 284.92595, -22.72791
5.664, -78.5108, -85.488, 33.9870, 5.751, 284.92608, -22.72789
5.664, -78.5090, -85.493, 33.9767, 5.748, 284.92649, -22.72785
5.664, -78.5074, -85.498, 33.9675, 5.748, 284.92685, -22.72781
5.664, -78.5073, -85.498, 33.9673, 5.748, 284.92686, -22.72781
5.665, -78.5055, -85.503, 33.9553, 5.748, 284.92728, -22.72777
5.665, -78.5040, -85.507, 33.9486, 5.753, 284.92767, -22.72773
5.665, -78.5025, -85.511, 33.9462, 5.756, 284.92804, -22.72769
5.666, -78.5008, -85.516, 33.9459, 5.758, 284.92844, -22.72765
5.667, -78.4966, -85.527, 33.9590, 5.761, 284.92946, -22.72755
5.667, -78.4960, -85.529, 33.9605, 5.756, 284.92958, -22.72754
5.667, -78.4944, -85.533, 33.9630, 5.751, 284.92996, -22.72750
5.667, -78.4927, -85.537, 33.9635, 5.746, 284.93034, -22.72746
5.668, -78.4910, -85.542, 33.9642, 5.741, 284.93075, -22.72742
5.668, -78.4895, -85.547, 33.9649, 5.741, 284.93117, -22.72738
5.668, -78.4883, -85.550, 33.9661, 5.741, 284.93148, -22.72734
5.669, -78.4880, -85.551, 33.9667, 5.741, 284.93155, -22.72734
5.669, -78.4848, -85.561, 33.9730, 5.746, 284.93230, -22.72726
5.669, -78.4846, -85.562, 33.9732, 5.741, 284.93234, -22.72726
5.670, -78.4832, -85.566, 33.9751, 5.748, 284.93269, -22.72722
5.670, -78.4816, -85.571, 33.9734, 5.751, 284.93307, -22.72718
5.670, -78.4799, -85.576, 33.9688, 5.748, 284.93347, -22.72714
5.671, -78.4782, -85.581, 33.9642, 5.748, 284.93387, -22.72710
5.671, -78.4752, -85.590, 33.9610, 5.748, 284.93469, -22.72702
5.672, -78.4727, -85.598, 33.9692, 5.753, 284.93542, -22.72695
5.672, -78.4719, -85.600, 33.9733, 5.748, 284.93566, -22.72692
5.672, -78.4713, -85.602, 33.9758, 5.756, 284.93579, -22.72691
5.673, -78.4698, -85.607, 33.9808, 5.756, 284.93618, -22.72687
5.673, -78.4683, -85.611, 33.9855, 5.758, 284.93656, -22.72683
5.674, -78.4618, -85.630, 33.9790, 5.773, 284.93811, -22.72667
5.675, -78.4614, -85.631, 33.9787, 5.756, 284.93820, -22.72667
5.675, -78.4608, -85.633, 33.9784, 5.761, 284.93832, -22.72665
5.675, -78.4605, -85.634, 33.9782, 5.770, 284.93838, -22.72665
5.675, -78.4598, -85.636, 33.9778, 5.778, 284.93852, -22.72663
5.675, -78.4579, -85.642, 33.9767, 5.783, 284.93893, -22.72659
5.675, -78.4574, -85.643, 33.9764, 5.783, 284.93903, -22.72658
5.675, -78.4561, -85.647, 33.9757, 5.785, 284.93930, -22.72655
5.676, -78.4529, -85.657, 33.9739, 5.785, 284.93995, -22.72649
5.677, -78.4513, -85.662, 33.9712, 5.785, 284.94054, -22.72643
5.677, -78.4504, -85.665, 33.9694, 5.788, 284.94084, -22.72640
5.677, -78.4486, -85.671, 33.9661, 5.790, 284.94126, -22.72636
5.677, -78.4476, -85.674, 33.9641, 5.790, 284.94151, -22.72633
5.678, -78.4471, -85.675, 33.9633, 5.792, 284.94162, -22.72632
5.678, -78.4454, -85.681, 33.9602, 5.797, 284.94205, -22.72627
5.678, -78.4442, -85.685, 33.9580, 5.797, 284.94237, -22.72624
5.678, -78.4440, -85.685, 33.9575, 5.800, 284.94242, -22.72624
5.679, -78.4425, -85.690, 33.9548, 5.802, 284.94280, -22.72620
5.679, -78.4415, -85.693, 33.9520, 5.802, 284.94307, -22.72617
5.679, -78.4410, -85.695, 33.9497, 5.800, 284.94321, -22.72616
5.679, -78.4395, -85.700, 33.9432, 5.797, 284.94357, -22.72612
5.680, -78.4380, -85.704, 33.9373, 5.797, 284.94398, -22.72608
5.680, -78.4367, -85.709, 33.9326, 5.795, 284.94435, -22.72604
5.680, -78.4345, -85.716, 33.9276, 5.792, 284.94489, -22.72599
5.681, -78.4336, -85.719, 33.9261, 5.797, 284.94512, -22.72596
5.681, -78.4319, -85.724, 33.9293, 5.797, 284.94552, -22.72592
5.681, -78.4318, -85.724, 33.9299, 5.797, 284.94555, -22.72592
5.681, -78.4303, -85.729, 33.9377, 5.805, 284.94593, -22.72588
5.682, -78.4287, -85.735, 33.9381, 5.814, 284.94633, -22.72584
5.682, -78.4283, -85.736, 33.9375, 5.807, 284.94641, -22.72583
5.682, -78.4257, -85.745, 33.9317, 5.824, 284.94706, -22.72577
5.683, -78.4247, -85.748, 33.9289, 5.822, 284.94732, -22.72574
5.683, -78.4241, -85.750, 33.9274, 5.829, 284.94746, -22.72573
5.683, -78.4217, -85.760, 33.9241, 5.829, 284.94811, -22.72566
5.683, -78.4211, -85.762, 33.9235, 5.829, 284.94825, -22.72565
5.684, -78.4209, -85.762, 33.9233, 5.829, 284.94829, -22.72564
5.684, -78.4196, -85.767, 33.9219, 5.824, 284.94864, -22.72561
5.684, -78.4187, -85.771, 33.9208, 5.824, 284.94890, -22.72558
5.684, -78.4180, -85.773, 33.9201, 5.824, 284.94906, -22.72557
5.685, -78.4166, -85.779, 33.9224, 5.827, 284.94945, -22.72553
5.685, -78.4151, -85.785, 33.9244, 5.832, 284.94984, -22.72549
5.685, -78.4150, -85.785, 33.9244, 5.827, 284.94987, -22.72549
5.685, -78.4128, -85.794, 33.9233, 5.836, 284.95046, -22.72543
5.686, -78.4109, -85.802, 33.9163, 5.853, 284.95098, -22.72538
5.686, -78.4095, -85.808, 33.9099, 5.853, 284.95138, -22.72534
5.686, -78.4095, -85.808, 33.9099, 5.861, 284.95138, -22.72534
5.687, -78.4080, -85.814, 33.9034, 5.868, 284.95178, -22.72530
5.687, -78.4064, -85.821, 33.8963, 5.866, 284.95220, -22.72525
5.687, -78.4061, -85.822, 33.8946, 5.866, 284.95229, -22.72524
5.688, -78.4011, -85.843, 33.8791, 5.849, 284.95372, -22.72510
5.689, -78.3997, -85.849, 33.8795, 5.841, 284.95412, -22.72506
5.689, -78.3989, -85.853, 33.8797, 5.841, 284.95434, -22.72504
5.689, -78.3983, -85.855, 33.8793, 5.841, 284.95451, -22.72502
5.689, -78.3969, -85.861, 33.8785, 5.844, 284.95492, -22.72498
5.689, -78.3965, -85.862, 33.8783, 5.844, 284.95501, -22.72497
5.690, -78.3954, -85.867, 33.8753, 5.849, 284.95530, -22.72494
5.690, -78.3939, -85.873, 33.8678, 5.853, 284.95571, -22.72490
5.690, -78.3933, -85.876, 33.8647, 5.853, 284.95587, -22.72489
5.690, -78.3924, -85.880, 33.8578, 5.858, 284.95610, -22.72486
5.691, -78.3898, -85.891, 33.8391, 5.858, 284.95678, -22.72479
5.691, -78.3880, -85.898, 33.8381, 5.858, 284.95727, -22.72475
5.692, -78.3873, -85.901, 33.8378, 5.858, 284.95744, -22.72473
5.692, -78.3865, -85.904, 33.8374, 5.853, 284.95765, -22.72471
5.692, -78.3850, -85.911, 33.8366, 5.853, 284.95807, -22.72466
5.692, -78.3839, -85.915, 33.8360, 5.851, 284.95835, -22.72464
5.692, -78.3835, -85.916, 33.8358, 5.851, 284.95844, -22.72463
5.693, -78.3821, -85.923, 33.8351, 5.853, 284.95883, -22.72459
5.693, -78.3804, -85.929, 33.8391, 5.863, 284.95925, -22.72454
5.693, -78.3801, -85.930, 33.8406, 5.858, 284.95933, -22.72454
5.694, -78.3790, -85.935, 33.8459, 5.868, 284.95965, -22.72451
5.694, -78.3770, -85.943, 33.8475, 5.875, 284.96020, -22.72445
5.695, -78.3739, -85.956, 33.8374, 5.897, 284.96111, -22.72436
5.695, -78.3737, -85.957, 33.8361, 5.905, 284.96119, -22.72435
5.695, -78.3725, -85.963, 33.8313, 5.910, 284.96159, -22.72431
5.696, -78.3718, -85.966, 33.8290, 5.912, 284.96182, -22.72429
5.696, -78.3713, -85.968, 33.8277, 5.910, 284.96196, -22.72427
5.696, -78.3701, -85.974, 33.8263, 5.912, 284.96238, -22.72423
5.696, -78.3692, -85.979, 33.8267, 5.910, 284.96268, -22.72420
5.696, -78.3690, -85.980, 33.8268, 5.905, 284.96276, -22.72419
5.697, -78.3678, -85.985, 33.8314, 5.902, 284.96316, -22.72415
5.697, -78.3656, -85.996, 33.8383, 5.895, 284.96387, -22.72408
5.698, -78.3636, -86.005, 33.8327, 5.895, 284.96452, -22.72402
5.698, -78.3631, -86.007, 33.8288, 5.897, 284.96468, -22.72400
5.698, -78.3619, -86.013, 33.8188, 5.910, 284.96509, -22.72396
5.699, -78.3610, -86.017, 33.8112, 5.910, 284.96539, -22.72393
5.699, -78.3607, -86.019, 33.8084, 5.919, 284.96550, -22.72392
5.699, -78.3595, -86.024, 33.7990, 5.932, 284.96587, -22.72388
5.699, -78.3580, -86.032, 33.7827, 5.941, 284.96627, -22.72384
5.699, -78.3579, -86.033, 33.7822, 5.932, 284.96631, -22.72384
5.700, -78.3558, -86.045, 33.7665, 5.951, 284.96723, -22.72375
5.701, -78.3542, -86.054, 33.7639, 5.946, 284.96783, -22.72369
5.701, -78.3534, -86.059, 33.7643, 5.946, 284.96814, -22.72366
5.701, -78.3532, -86.060, 33.7653, 5.941, 284.96824, -22.72365
5.702, -78.3521, -86.066, 33.7710, 5.939, 284.96863, -22.72361
5.702, -78.3511, -86.072, 33.7765, 5.939, 284.96901, -22.72357
5.702, -78.3511, -86.072, 33.7767, 5.946, 284.96902, -22.72357
5.702, -78.3501, -86.078, 33.7822, 5.949, 284.96941, -22.72353
5.703, -78.3487, -86.086, 33.7831, 5.949, 284.96994, -22.72348
5.703, -78.3471, -86.096, 33.7710, 5.976, 284.97058, -22.72342
5.704, -78.3465, -86.100, 33.7610, 5.968, 284.97085, -22.72339
5.704, -78.3463, -86.102, 33.7569, 5.985, 284.97096, -22.72338
5.704, -78.3455, -86.107, 33.7447, 5.988, 284.97135, -22.72334
5.704, -78.3452, -86.109, 33.7407, 5.990, 284.97151, -22.72332
5.704, -78.3447, -86.113, 33.7337, 5.985, 284.97177, -22.72330
5.705, -78.3441, -86.118, 33.7238, 5.980, 284.97215, -22.72326
5.705, -78.3436, -86.122, 33.7168, 5.980, 284.97242, -22.72323
5.705, -78.3434, -86.124, 33.7138, 5.976, 284.97255, -22.72322
5.705, -78.3428, -86.129, 33.7117, 5.973, 284.97292, -22.72319
5.706, -78.3421, -86.135, 33.7161, 5.971, 284.97334, -22.72314
5.706, -78.3415, -86.139, 33.7203, 5.971, 284.97370, -22.72311
5.707, -78.3407, -86.147, 33.7252, 5.976, 284.97426, -22.72306
