# mission day, lat, long, alt, (pressure?), topocentric ra, dec
5.481, -79.0509, -82.808, 34.1920, 5.565, 284.72433, -22.74683
5.482, -79.0506, -82.819, 34.1966, 5.563, 284.72500, -22.74677
5.483, -79.0503, -82.832, 34.2021, 5.563, 284.72576, -22.74670
5.483, -79.0502, -82.837, 34.2044, 5.563, 284.72607, -22.74668
5.483, -79.0501, -82.838, 34.2048, 5.560, 284.72613, -22.74667
5.484, -79.0497, -82.856, 34.1999, 5.565, 284.72721, -22.74658
5.484, -79.0496, -82.863, 34.1962, 5.570, 284.72766, -22.74654
5.485, -79.0495, -82.869, 34.1946, 5.573, 284.72804, -22.74651
5.485, -79.0494, -82.875, 34.1935, 5.573, 284.72841, -22.74648
5.485, -79.0493, -82.881, 34.1947, 5.575, 284.72880, -22.74644
5.486, -79.0493, -82.883, 34.1951, 5.570, 284.72894, -22.74643
5.486, -79.0491, -82.893, 34.1971, 5.560, 284.72956, -22.74638
5.487, -79.0490, -82.907, 34.1996, 5.551, 284.73040, -22.74630
5.487, -79.0489, -82.909, 34.2001, 5.551, 284.73057, -22.74629
5.488, -79.0487, -82.918, 34.1979, 5.548, 284.73108, -22.74624
5.488, -79.0486, -82.923, 34.1964, 5.548, 284.73135, -22.74622
5.488, -79.0486, -82.925, 34.1957, 5.553, 284.73146, -22.74621
5.488, -79.0484, -82.931, 34.1936, 5.556, 284.73183, -22.74618
5.489, -79.0483, -82.937, 34.1916, 5.556, 284.73218, -22.74615
5.489, -79.0482, -82.938, 34.1915, 5.558, 284.73222, -22.74615
5.489, -79.0481, -82.944, 34.1894, 5.558, 284.73258, -22.74612
5.489, -79.0480, -82.948, 34.1880, 5.558, 284.73282, -22.74610
5.490, -79.0477, -82.964, 34.1864, 5.538, 284.73374, -22.74602
5.490, -79.0476, -82.968, 34.1896, 5.538, 284.73395, -22.74600
5.490, -79.0476, -82.971, 34.1919, 5.531, 284.73412, -22.74599
5.491, -79.0475, -82.978, 34.1973, 5.521, 284.73451, -22.74595
5.491, -79.0475, -82.979, 34.1983, 5.521, 284.73459, -22.74594
5.491, -79.0475, -82.984, 34.2022, 5.516, 284.73486, -22.74592
5.492, -79.0474, -83.000, 34.2175, 5.512, 284.73579, -22.74584
5.492, -79.0473, -83.009, 34.2196, 5.514, 284.73637, -22.74579
5.492, -79.0473, -83.009, 34.2197, 5.514, 284.73640, -22.74579
5.493, -79.0472, -83.015, 34.2169, 5.512, 284.73678, -22.74576
5.493, -79.0471, -83.022, 34.2132, 5.512, 284.73716, -22.74572
5.493, -79.0470, -83.023, 34.2130, 5.512, 284.73726, -22.74572
5.493, -79.0469, -83.028, 34.2140, 5.504, 284.73753, -22.74569
5.494, -79.0466, -83.038, 34.2161, 5.499, 284.73814, -22.74564
5.494, -79.0466, -83.040, 34.2165, 5.492, 284.73829, -22.74563
5.495, -79.0462, -83.052, 34.2292, 5.485, 284.73903, -22.74556
5.495, -79.0462, -83.053, 34.2294, 5.485, 284.73904, -22.74556
5.495, -79.0459, -83.060, 34.2409, 5.482, 284.73946, -22.74553
5.496, -79.0456, -83.066, 34.2486, 5.482, 284.73983, -22.74549
5.496, -79.0453, -83.073, 34.2560, 5.485, 284.74019, -22.74546
5.496, -79.0449, -83.083, 34.2675, 5.485, 284.74075, -22.74542
5.497, -79.0447, -83.086, 34.2695, 5.485, 284.74095, -22.74540
5.497, -79.0444, -83.093, 34.2698, 5.482, 284.74132, -22.74537
5.497, -79.0441, -83.100, 34.2699, 5.482, 284.74172, -22.74533
5.498, -79.0438, -83.107, 34.2697, 5.482, 284.74215, -22.74530
5.498, -79.0436, -83.113, 34.2720, 5.480, 284.74248, -22.74527
5.499, -79.0430, -83.128, 34.2870, 5.468, 284.74337, -22.74519
5.499, -79.0428, -83.132, 34.2924, 5.465, 284.74361, -22.74517
5.499, -79.0425, -83.138, 34.3000, 5.468, 284.74399, -22.74514
5.500, -79.0422, -83.144, 34.3051, 5.468, 284.74429, -22.74511
5.500, -79.0421, -83.145, 34.3068, 5.470, 284.74437, -22.74510
5.500, -79.0416, -83.152, 34.3100, 5.475, 284.74478, -22.74507
5.500, -79.0412, -83.158, 34.3113, 5.477, 284.74512, -22.74504
5.501, -79.0407, -83.165, 34.3105, 5.482, 284.74550, -22.74501
5.501, -79.0402, -83.172, 34.3088, 5.482, 284.74591, -22.74497
5.501, -79.0400, -83.174, 34.3086, 5.482, 284.74602, -22.74496
5.501, -79.0396, -83.178, 34.3083, 5.482, 284.74628, -22.74494
5.502, -79.0390, -83.186, 34.3078, 5.480, 284.74667, -22.74490
5.502, -79.0384, -83.192, 34.3097, 5.480, 284.74690, -22.74488
5.502, -79.0381, -83.195, 34.3109, 5.477, 284.74706, -22.74487
5.503, -79.0374, -83.203, 34.3148, 5.475, 284.74754, -22.74483
5.504, -79.0363, -83.214, 34.3264, 5.477, 284.74855, -22.74474
5.504, -79.0359, -83.218, 34.3316, 5.482, 284.74894, -22.74470
5.504, -79.0341, -83.237, 34.3367, 5.487, 284.74933, -22.74467
5.505, -79.0337, -83.242, 34.3335, 5.485, 284.74972, -22.74464
5.505, -79.0333, -83.246, 34.3304, 5.485, 284.75008, -22.74461
5.505, -79.0329, -83.250, 34.3275, 5.475, 284.75031, -22.74459
5.505, -79.0328, -83.252, 34.3265, 5.482, 284.75039, -22.74458
5.505, -79.0326, -83.254, 34.3251, 5.485, 284.75051, -22.74457
5.506, -79.0321, -83.260, 34.3213, 5.485, 284.75088, -22.74454
5.506, -79.0316, -83.266, 34.3195, 5.480, 284.75124, -22.74451
5.506, -79.0311, -83.272, 34.3185, 5.477, 284.75159, -22.74447
5.506, -79.0309, -83.275, 34.3204, 5.477, 284.75178, -22.74446
5.507, -79.0306, -83.279, 34.3225, 5.480, 284.75199, -22.74444
5.507, -79.0301, -83.286, 34.3264, 5.480, 284.75238, -22.74441
5.507, -79.0297, -83.291, 34.3294, 5.480, 284.75268, -22.74438
5.507, -79.0295, -83.292, 34.3301, 5.485, 284.75275, -22.74437
5.508, -79.0290, -83.299, 34.3333, 5.487, 284.75316, -22.74434
5.508, -79.0284, -83.307, 34.3319, 5.487, 284.75357, -22.74430
5.509, -79.0276, -83.317, 34.3266, 5.487, 284.75416, -22.74425
5.509, -79.0264, -83.332, 34.3177, 5.480, 284.75505, -22.74417
5.509, -79.0264, -83.332, 34.3177, 5.477, 284.75506, -22.74417
5.510, -79.0258, -83.339, 34.3168, 5.475, 284.75543, -22.74414
5.510, -79.0253, -83.346, 34.3188, 5.473, 284.75582, -22.74411
5.510, -79.0251, -83.348, 34.3194, 5.475, 284.75595, -22.74410
5.510, -79.0247, -83.353, 34.3211, 5.473, 284.75621, -22.74407
5.511, -79.0242, -83.358, 34.3232, 5.473, 284.75653, -22.74404
5.512, -79.0221, -83.380, 34.3232, 5.482, 284.75771, -22.74394
5.512, -79.0220, -83.380, 34.3230, 5.480, 284.75774, -22.74394
5.512, -79.0213, -83.388, 34.3208, 5.485, 284.75810, -22.74391
5.513, -79.0205, -83.396, 34.3185, 5.487, 284.75849, -22.74388
5.513, -79.0202, -83.399, 34.3176, 5.487, 284.75864, -22.74386
5.513, -79.0197, -83.403, 34.3161, 5.485, 284.75888, -22.74384
5.513, -79.0189, -83.412, 34.3137, 5.487, 284.75928, -22.74381
5.514, -79.0184, -83.417, 34.3121, 5.487, 284.75953, -22.74379
5.514, -79.0169, -83.433, 34.3197, 5.490, 284.76017, -22.74373
5.514, -79.0166, -83.436, 34.3221, 5.490, 284.76039, -22.74371
5.515, -79.0160, -83.442, 34.3235, 5.492, 284.76077, -22.74368
5.515, -79.0153, -83.450, 34.3235, 5.492, 284.76115, -22.74365
5.515, -79.0147, -83.458, 34.3236, 5.490, 284.76156, -22.74361
5.516, -79.0140, -83.465, 34.3237, 5.485, 284.76193, -22.74358
5.516, -79.0137, -83.469, 34.3237, 5.487, 284.76212, -22.74357
5.516, -79.0126, -83.481, 34.3236, 5.480, 284.76275, -22.74351
5.517, -79.0121, -83.488, 34.3210, 5.477, 284.76307, -22.74349
5.517, -79.0111, -83.499, 34.3158, 5.477, 284.76365, -22.74344
5.517, -79.0109, -83.503, 34.3140, 5.475, 284.76383, -22.74342
5.518, -79.0102, -83.511, 34.3100, 5.475, 284.76423, -22.74339
5.518, -79.0097, -83.518, 34.3067, 5.475, 284.76455, -22.74336
5.518, -79.0096, -83.519, 34.3060, 5.477, 284.76463, -22.74335
5.518, -79.0090, -83.527, 34.3029, 5.480, 284.76501, -22.74332
5.519, -79.0087, -83.531, 34.3031, 5.480, 284.76520, -22.74331
5.519, -79.0083, -83.535, 34.3034, 5.477, 284.76539, -22.74329
5.519, -79.0072, -83.551, 34.3027, 5.480, 284.76610, -22.74323
5.519, -79.0071, -83.552, 34.3026, 5.480, 284.76613, -22.74323
5.520, -79.0065, -83.560, 34.3023, 5.477, 284.76653, -22.74320
5.520, -79.0062, -83.565, 34.3030, 5.477, 284.76674, -22.74318
5.520, -79.0060, -83.568, 34.3036, 5.475, 284.76691, -22.74316
5.521, -79.0055, -83.576, 34.3064, 5.470, 284.76729, -22.74313
5.521, -79.0048, -83.587, 34.3134, 5.468, 284.76783, -22.74309
5.521, -79.0047, -83.588, 34.3143, 5.470, 284.76791, -22.74308
5.522, -79.0041, -83.600, 34.3203, 5.458, 284.76850, -22.74303
5.522, -79.0037, -83.607, 34.3224, 5.455, 284.76882, -22.74301
5.522, -79.0032, -83.616, 34.3238, 5.455, 284.76923, -22.74297
5.522, -79.0030, -83.620, 34.3241, 5.455, 284.76940, -22.74296
5.523, -79.0028, -83.624, 34.3232, 5.458, 284.76961, -22.74294
5.523, -79.0024, -83.632, 34.3216, 5.460, 284.76999, -22.74291
5.523, -79.0021, -83.638, 34.3203, 5.460, 284.77030, -22.74288
5.523, -79.0021, -83.640, 34.3201, 5.465, 284.77037, -22.74288
5.524, -79.0017, -83.647, 34.3187, 5.470, 284.77075, -22.74285
5.524, -79.0016, -83.650, 34.3184, 5.470, 284.77089, -22.74283
5.525, -79.0007, -83.668, 34.3204, 5.470, 284.77179, -22.74276
5.525, -78.9998, -83.687, 34.3316, 5.465, 284.77269, -22.74269
5.526, -78.9994, -83.694, 34.3372, 5.460, 284.77306, -22.74265
5.526, -78.9992, -83.699, 34.3412, 5.460, 284.77333, -22.74263
5.526, -78.9991, -83.701, 34.3429, 5.458, 284.77345, -22.74262
5.526, -78.9988, -83.708, 34.3489, 5.463, 284.77385, -22.74259
5.527, -78.9986, -83.716, 34.3521, 5.463, 284.77424, -22.74255
5.527, -78.9986, -83.716, 34.3521, 5.465, 284.77424, -22.74255
5.527, -78.9983, -83.724, 34.3548, 5.470, 284.77463, -22.74252
5.528, -78.9979, -83.734, 34.3518, 5.470, 284.77514, -22.74248
5.528, -78.9973, -83.752, 34.3417, 5.473, 284.77605, -22.74240
5.529, -78.9972, -83.754, 34.3403, 5.477, 284.77616, -22.74240
5.529, -78.9969, -83.761, 34.3375, 5.477, 284.77654, -22.74236
5.529, -78.9966, -83.769, 34.3347, 5.482, 284.77693, -22.74233
5.529, -78.9966, -83.770, 34.3349, 5.477, 284.77696, -22.74233
5.530, -78.9963, -83.777, 34.3381, 5.487, 284.77731, -22.74230
5.530, -78.9961, -83.784, 34.3411, 5.487, 284.77763, -22.74227
5.530, -78.9960, -83.786, 34.3420, 5.490, 284.77771, -22.74227
5.531, -78.9954, -83.801, 34.3519, 5.492, 284.77846, -22.74221
5.531, -78.9947, -83.820, 34.3535, 5.482, 284.77938, -22.74213
5.532, -78.9944, -83.826, 34.3506, 5.473, 284.77965, -22.74211
5.532, -78.9941, -83.834, 34.3464, 5.463, 284.78002, -22.74208
5.532, -78.9938, -83.840, 34.3434, 5.463, 284.78030, -22.74206
5.533, -78.9936, -83.847, 34.3402, 5.453, 284.78059, -22.74203
5.533, -78.9934, -83.851, 34.3382, 5.451, 284.78082, -22.74201
5.533, -78.9929, -83.860, 34.3365, 5.446, 284.78120, -22.74198
5.533, -78.9929, -83.860, 34.3365, 5.451, 284.78121, -22.74198
5.534, -78.9922, -83.875, 34.3319, 5.443, 284.78186, -22.74193
5.534, -78.9916, -83.886, 34.3269, 5.443, 284.78235, -22.74189
5.534, -78.9912, -83.895, 34.3212, 5.438, 284.78276, -22.74186
5.534, -78.9912, -83.896, 34.3209, 5.443, 284.78277, -22.74185
5.535, -78.9908, -83.904, 34.3169, 5.433, 284.78314, -22.74182
5.535, -78.9905, -83.912, 34.3143, 5.429, 284.78352, -22.74179
5.535, -78.9902, -83.920, 34.3150, 5.426, 284.78391, -22.74176
5.536, -78.9897, -83.933, 34.3244, 5.424, 284.78454, -22.74171
5.537, -78.9892, -83.950, 34.3464, 5.431, 284.78534, -22.74164
5.537, -78.9890, -83.958, 34.3626, 5.429, 284.78572, -22.74161
5.537, -78.9888, -83.961, 34.3673, 5.433, 284.78585, -22.74160
5.538, -78.9885, -83.971, 34.3762, 5.441, 284.78637, -22.74156
5.539, -78.9878, -83.987, 34.3861, 5.436, 284.78729, -22.74148
5.539, -78.9877, -83.989, 34.3873, 5.433, 284.78740, -22.74147
5.539, -78.9874, -83.996, 34.3884, 5.433, 284.78779, -22.74144
5.539, -78.9871, -84.003, 34.3888, 5.433, 284.78818, -22.74141
5.539, -78.9871, -84.003, 34.3888, 5.433, 284.78819, -22.74140
5.540, -78.9868, -84.010, 34.3953, 5.436, 284.78857, -22.74137
5.540, -78.9866, -84.015, 34.4004, 5.433, 284.78884, -22.74135
5.540, -78.9865, -84.017, 34.4025, 5.433, 284.78896, -22.74134
5.541, -78.9857, -84.031, 34.4085, 5.431, 284.78975, -22.74127
5.541, -78.9853, -84.037, 34.4111, 5.426, 284.79010, -22.74124
5.541, -78.9849, -84.044, 34.4134, 5.429, 284.79051, -22.74121
5.542, -78.9847, -84.047, 34.4117, 5.424, 284.79066, -22.74119
5.542, -78.9844, -84.051, 34.4093, 5.421, 284.79090, -22.74117
5.542, -78.9836, -84.063, 34.4023, 5.421, 284.79158, -22.74111
5.543, -78.9828, -84.075, 34.3986, 5.419, 284.79223, -22.74106
5.543, -78.9825, -84.078, 34.3986, 5.419, 284.79243, -22.74104
5.543, -78.9820, -84.084, 34.3988, 5.419, 284.79282, -22.74101
5.544, -78.9816, -84.090, 34.3993, 5.419, 284.79313, -22.74098
5.544, -78.9816, -84.091, 34.3994, 5.424, 284.79318, -22.74097
5.544, -78.9811, -84.098, 34.4007, 5.424, 284.79359, -22.74094
5.545, -78.9805, -84.106, 34.4032, 5.426, 284.79400, -22.74090
5.545, -78.9804, -84.107, 34.4035, 5.424, 284.79405, -22.74090
5.545, -78.9800, -84.113, 34.4055, 5.426, 284.79439, -22.74087
5.545, -78.9796, -84.118, 34.4070, 5.426, 284.79464, -22.74085
5.546, -78.9784, -84.135, 34.4123, 5.429, 284.79553, -22.74077
5.546, -78.9783, -84.136, 34.4128, 5.429, 284.79561, -22.74077
5.546, -78.9779, -84.141, 34.4144, 5.429, 284.79591, -22.74074
5.547, -78.9775, -84.146, 34.4164, 5.431, 284.79630, -22.74070
5.547, -78.9773, -84.149, 34.4175, 5.429, 284.79651, -22.74069
5.547, -78.9771, -84.151, 34.4183, 5.433, 284.79669, -22.74067
5.547, -78.9767, -84.156, 34.4204, 5.431, 284.79710, -22.74063
5.547, -78.9767, -84.156, 34.4204, 5.429, 284.79710, -22.74063
5.548, -78.9761, -84.162, 34.4207, 5.431, 284.79749, -22.74060
5.548, -78.9753, -84.171, 34.4197, 5.426, 284.79807, -22.74055
5.549, -78.9745, -84.180, 34.4156, 5.421, 284.79861, -22.74050
5.549, -78.9740, -84.184, 34.4134, 5.421, 284.79892, -22.74047
5.549, -78.9739, -84.186, 34.4127, 5.426, 284.79902, -22.74046
5.549, -78.9733, -84.193, 34.4109, 5.421, 284.79943, -22.74043
5.550, -78.9728, -84.199, 34.4100, 5.421, 284.79980, -22.74039
5.550, -78.9727, -84.200, 34.4100, 5.421, 284.79982, -22.74039
5.550, -78.9717, -84.211, 34.4083, 5.419, 284.80053, -22.74033
5.551, -78.9711, -84.219, 34.4065, 5.421, 284.80095, -22.74029
5.551, -78.9705, -84.225, 34.4048, 5.424, 284.80133, -22.74026
5.551, -78.9704, -84.226, 34.4046, 5.421, 284.80138, -22.74026
5.551, -78.9699, -84.231, 34.4038, 5.424, 284.80173, -22.74022
5.552, -78.9694, -84.237, 34.4029, 5.426, 284.80213, -22.74019
5.552, -78.9691, -84.240, 34.4027, 5.426, 284.80229, -22.74018
5.552, -78.9687, -84.244, 34.4036, 5.431, 284.80252, -22.74015
5.553, -78.9681, -84.250, 34.4051, 5.431, 284.80289, -22.74012
5.553, -78.9680, -84.251, 34.4052, 5.431, 284.80292, -22.74012
5.553, -78.9664, -84.266, 34.4090, 5.433, 284.80384, -22.74004
5.554, -78.9648, -84.280, 34.4128, 5.438, 284.80469, -22.73996
5.555, -78.9639, -84.288, 34.4140, 5.441, 284.80521, -22.73992
5.555, -78.9630, -84.295, 34.4144, 5.446, 284.80560, -22.73988
5.555, -78.9630, -84.295, 34.4144, 5.441, 284.80560, -22.73988
5.555, -78.9621, -84.301, 34.4145, 5.446, 284.80598, -22.73985
5.556, -78.9611, -84.309, 34.4124, 5.443, 284.80638, -22.73981
5.556, -78.9607, -84.311, 34.4117, 5.446, 284.80652, -22.73980
5.556, -78.9600, -84.316, 34.4098, 5.443, 284.80678, -22.73978
5.557, -78.9583, -84.327, 34.4034, 5.441, 284.80743, -22.73972
5.558, -78.9544, -84.351, 34.3957, 5.448, 284.80873, -22.73960
5.558, -78.9533, -84.357, 34.3944, 5.451, 284.80910, -22.73957
5.558, -78.9531, -84.359, 34.3937, 5.448, 284.80921, -22.73956
5.558, -78.9523, -84.364, 34.3918, 5.455, 284.80950, -22.73953
5.559, -78.9513, -84.370, 34.3893, 5.458, 284.80989, -22.73950
5.559, -78.9508, -84.374, 34.3879, 5.455, 284.81012, -22.73948
5.560, -78.9491, -84.384, 34.3840, 5.458, 284.81075, -22.73942
5.560, -78.9466, -84.401, 34.3805, 5.451, 284.81166, -22.73934
5.560, -78.9463, -84.403, 34.3807, 5.451, 284.81180, -22.73932
5.561, -78.9455, -84.408, 34.3814, 5.453, 284.81223, -22.73928
5.561, -78.9453, -84.410, 34.3816, 5.453, 284.81236, -22.73927
5.561, -78.9451, -84.411, 34.3817, 5.458, 284.81247, -22.73926
5.562, -78.9441, -84.418, 34.3825, 5.465, 284.81299, -22.73921
5.562, -78.9437, -84.421, 34.3828, 5.460, 284.81321, -22.73919
5.562, -78.9434, -84.423, 34.3831, 5.473, 284.81337, -22.73918
5.562, -78.9427, -84.428, 34.3828, 5.477, 284.81375, -22.73914
5.563, -78.9420, -84.433, 34.3787, 5.477, 284.81411, -22.73911
5.563, -78.9420, -84.433, 34.3783, 5.480, 284.81414, -22.73911
5.563, -78.9405, -84.444, 34.3692, 5.487, 284.81493, -22.73904
5.563, -78.9404, -84.445, 34.3683, 5.482, 284.81501, -22.73903
5.564, -78.9388, -84.457, 34.3600, 5.495, 284.81566, -22.73897
5.564, -78.9388, -84.457, 34.3600, 5.497, 284.81567, -22.73897
5.564, -78.9378, -84.465, 34.3609, 5.504, 284.81609, -22.73893
5.565, -78.9370, -84.471, 34.3627, 5.516, 284.81647, -22.73890
5.565, -78.9361, -84.478, 34.3656, 5.509, 284.81684, -22.73887
5.565, -78.9361, -84.478, 34.3659, 5.526, 284.81688, -22.73886
5.566, -78.9348, -84.489, 34.3656, 5.534, 284.81749, -22.73881
5.566, -78.9336, -84.497, 34.3596, 5.546, 284.81804, -22.73876
5.566, -78.9329, -84.503, 34.3530, 5.546, 284.81840, -22.73872
5.566, -78.9329, -84.503, 34.3528, 5.546, 284.81841, -22.73872
5.567, -78.9321, -84.509, 34.3449, 5.546, 284.81881, -22.73869
5.567, -78.9313, -84.515, 34.3369, 5.543, 284.81923, -22.73865
5.567, -78.9311, -84.517, 34.3347, 5.546, 284.81934, -22.73864
5.567, -78.9305, -84.522, 34.3296, 5.543, 284.81962, -22.73861
5.568, -78.9299, -84.526, 34.3247, 5.543, 284.81990, -22.73859
5.568, -78.9298, -84.528, 34.3231, 5.541, 284.81999, -22.73858
5.568, -78.9290, -84.533, 34.3184, 5.538, 284.82037, -22.73855
5.568, -78.9284, -84.539, 34.3139, 5.538, 284.82075, -22.73851
5.569, -78.9276, -84.545, 34.3042, 5.534, 284.82115, -22.73848
5.569, -78.9266, -84.552, 34.2904, 5.534, 284.82166, -22.73843
5.569, -78.9263, -84.555, 34.2855, 5.526, 284.82181, -22.73842
5.570, -78.9253, -84.562, 34.2687, 5.526, 284.82231, -22.73837
5.570, -78.9253, -84.562, 34.2686, 5.526, 284.82231, -22.73837
5.570, -78.9245, -84.568, 34.2551, 5.529, 284.82272, -22.73833
5.571, -78.9237, -84.575, 34.2435, 5.531, 284.82323, -22.73829
5.571, -78.9234, -84.577, 34.2410, 5.541, 284.82348, -22.73826
5.571, -78.9227, -84.582, 34.2392, 5.546, 284.82384, -22.73823
5.572, -78.9221, -84.586, 34.2378, 5.543, 284.82414, -22.73820
5.572, -78.9219, -84.588, 34.2375, 5.551, 284.82424, -22.73819
5.572, -78.9209, -84.595, 34.2387, 5.556, 284.82464, -22.73816
5.572, -78.9204, -84.599, 34.2399, 5.558, 284.82501, -22.73812
5.572, -78.9203, -84.600, 34.2403, 5.556, 284.82506, -22.73812
5.573, -78.9197, -84.605, 34.2441, 5.558, 284.82543, -22.73808
5.573, -78.9193, -84.608, 34.2463, 5.558, 284.82565, -22.73806
5.574, -78.9173, -84.625, 34.2589, 5.553, 284.82688, -22.73795
5.574, -78.9172, -84.626, 34.2596, 5.543, 284.82694, -22.73794
5.574, -78.9165, -84.631, 34.2603, 5.541, 284.82737, -22.73791
5.574, -78.9164, -84.632, 34.2593, 5.541, 284.82747, -22.73790
5.575, -78.9159, -84.636, 34.2565, 5.538, 284.82776, -22.73787
5.575, -78.9154, -84.641, 34.2529, 5.538, 284.82812, -22.73784
5.575, -78.9151, -84.643, 34.2509, 5.538, 284.82832, -22.73782
5.575, -78.9148, -84.646, 34.2489, 5.541, 284.82852, -22.73780
5.576, -78.9140, -84.652, 34.2441, 5.543, 284.82901, -22.73775
5.576, -78.9131, -84.660, 34.2370, 5.548, 284.82966, -22.73769
5.577, -78.9126, -84.665, 34.2325, 5.551, 284.83005, -22.73766
5.577, -78.9124, -84.666, 34.2310, 5.548, 284.83018, -22.73765
5.577, -78.9121, -84.669, 34.2319, 5.548, 284.83045, -22.73762
5.578, -78.9116, -84.673, 34.2332, 5.548, 284.83085, -22.73758
5.578, -78.9113, -84.675, 34.2339, 5.548, 284.83109, -22.73756
5.578, -78.9111, -84.677, 34.2344, 5.543, 284.83124, -22.73755
5.579, -78.9102, -84.685, 34.2413, 5.534, 284.83200, -22.73748
5.579, -78.9097, -84.689, 34.2483, 5.529, 284.83237, -22.73744
5.579, -78.9090, -84.695, 34.2533, 5.529, 284.83284, -22.73740
5.580, -78.9086, -84.699, 34.2562, 5.526, 284.83313, -22.73737
5.580, -78.9080, -84.704, 34.2600, 5.529, 284.83353, -22.73733
5.580, -78.9078, -84.706, 34.2592, 5.529, 284.83374, -22.73731
5.581, -78.9071, -84.712, 34.2542, 5.536, 284.83463, -22.73723
5.581, -78.9067, -84.716, 34.2508, 5.541, 284.83507, -22.73719
5.582, -78.9063, -84.719, 34.2484, 5.538, 284.83545, -22.73715
5.582, -78.9062, -84.720, 34.2478, 5.541, 284.83553, -22.73715
5.582, -78.9055, -84.726, 34.2513, 5.536, 284.83616, -22.73709
5.582, -78.9055, -84.726, 34.2521, 5.531, 284.83624, -22.73708
5.583, -78.9051, -84.730, 34.2563, 5.526, 284.83662, -22.73704
5.583, -78.9047, -84.733, 34.2605, 5.524, 284.83700, -22.73701
5.583, -78.9046, -84.734, 34.2613, 5.526, 284.83708, -22.73700
5.583, -78.9041, -84.738, 34.2694, 5.524, 284.83739, -22.73697
5.584, -78.9038, -84.740, 34.2723, 5.521, 284.83777, -22.73693
5.584, -78.9036, -84.741, 34.2733, 5.521, 284.83798, -22.73691
5.585, -78.9023, -84.748, 34.2671, 5.524, 284.83888, -22.73683
5.585, -78.9023, -84.748, 34.2670, 5.529, 284.83890, -22.73683
5.586, -78.9005, -84.757, 34.2592, 5.538, 284.84006, -22.73671
5.586, -78.9000, -84.760, 34.2578, 5.538, 284.84037, -22.73669
5.587, -78.8992, -84.763, 34.2570, 5.543, 284.84081, -22.73664
5.587, -78.8988, -84.765, 34.2575, 5.546, 284.84121, -22.73660
5.587, -78.8988, -84.766, 34.2575, 5.546, 284.84122, -22.73660
5.587, -78.8985, -84.767, 34.2588, 5.548, 284.84160, -22.73657
5.588, -78.8979, -84.769, 34.2624, 5.551, 284.84196, -22.73653
5.588, -78.8971, -84.773, 34.2684, 5.551, 284.84217, -22.73651
5.588, -78.8954, -84.780, 34.2787, 5.553, 284.84275, -22.73646
5.589, -78.8949, -84.782, 34.2808, 5.553, 284.84302, -22.73643
5.589, -78.8946, -84.783, 34.2819, 5.546, 284.84315, -22.73642
5.589, -78.8938, -84.786, 34.2797, 5.543, 284.84353, -22.73638
5.589, -78.8934, -84.787, 34.2787, 5.543, 284.84366, -22.73637
5.590, -78.8913, -84.794, 34.2721, 5.536, 284.84456, -22.73628
5.590, -78.8911, -84.795, 34.2714, 5.534, 284.84466, -22.73627
5.590, -78.8901, -84.798, 34.2662, 5.536, 284.84508, -22.73623
5.591, -78.8892, -84.801, 34.2618, 5.538, 284.84545, -22.73619
5.592, -78.8863, -84.811, 34.2506, 5.551, 284.84659, -22.73608
5.592, -78.8853, -84.815, 34.2470, 5.553, 284.84697, -22.73605
5.592, -78.8848, -84.817, 34.2453, 5.551, 284.84716, -22.73603
5.592, -78.8843, -84.818, 34.2435, 5.548, 284.84735, -22.73601
5.593, -78.8833, -84.822, 34.2409, 5.543, 284.84775, -22.73597
5.593, -78.8826, -84.824, 34.2415, 5.546, 284.84800, -22.73595
5.594, -78.8803, -84.831, 34.2477, 5.526, 284.84887, -22.73586
5.594, -78.8792, -84.834, 34.2521, 5.524, 284.84926, -22.73582
5.595, -78.8783, -84.837, 34.2565, 5.524, 284.84962, -22.73579
5.595, -78.8782, -84.837, 34.2568, 5.524, 284.84966, -22.73578
5.595, -78.8770, -84.841, 34.2604, 5.526, 284.85003, -22.73575
5.595, -78.8758, -84.844, 34.2578, 5.529, 284.85043, -22.73571
5.595, -78.8756, -84.845, 34.2568, 5.526, 284.85052, -22.73570
5.596, -78.8749, -84.847, 34.2539, 5.529, 284.85081, -22.73567
5.596, -78.8735, -84.851, 34.2478, 5.531, 284.85141, -22.73561
5.597, -78.8719, -84.855, 34.2403, 5.524, 284.85194, -22.73556
5.597, -78.8714, -84.856, 34.2379, 5.524, 284.85210, -22.73554
5.597, -78.8707, -84.858, 34.2387, 5.521, 284.85235, -22.73552
5.597, -78.8695, -84.861, 34.2439, 5.516, 284.85274, -22.73548
5.598, -78.8689, -84.862, 34.2466, 5.516, 284.85295, -22.73546
5.598, -78.8685, -84.863, 34.2486, 5.516, 284.85310, -22.73544
5.598, -78.8674, -84.865, 34.2537, 5.516, 284.85348, -22.73540
5.598, -78.8663, -84.868, 34.2587, 5.516, 284.85384, -22.73537
5.599, -78.8635, -84.874, 34.2720, 5.529, 284.85463, -22.73529
5.599, -78.8631, -84.875, 34.2725, 5.526, 284.85474, -22.73528
5.599, -78.8622, -84.877, 34.2737, 5.531, 284.85499, -22.73525
5.600, -78.8607, -84.880, 34.2739, 5.534, 284.85538, -22.73521
5.600, -78.8606, -84.880, 34.2737, 5.536, 284.85541, -22.73521
5.600, -78.8591, -84.883, 34.2715, 5.543, 284.85578, -22.73517
